"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","miR"
"miR-9-3p",-0.134855128294567,8.97806561371036,0.730954188483435,0.392574073627821,0.845233183231751,-0.194534652553826,"N.S.","miR-9-3p"
"miR-539-5p",-0.157637459840933,5.21021243973943,0.730547228212938,0.392705868029696,0.845233183231751,-0.227399201405521,"N.S.","miR-539-5p"
"miR-381-3p",-0.133315556188152,12.1182112930656,0.723162316005528,0.395108567196336,0.845233183231751,-0.19231374980737,"N.S.","miR-381-3p"
"miR-100-5p",-0.131101461176253,12.5781245308586,0.710191000814518,0.399380411549286,0.845233183231751,-0.18911981710857,"N.S.","miR-100-5p"
"miR-487b-3p",0.140203045106782,6.63695173018475,0.706671554245816,0.40055099459678,0.845233183231751,0.202249265650915,"N.S.","miR-487b-3p"
"miR-5099",0.166536489045275,4.53166807242262,0.691331645905279,0.405711807605084,0.845233183231751,0.240236455547993,"N.S.","miR-5099"
"miR-199b-3p",0.134623343571266,10.8204587933941,0.688278752109312,0.4067504586563,0.845233183231751,0.194200292554434,"N.S.","miR-199b-3p"
"miR-199a-3p",0.134623343571266,10.8204587933941,0.688278752109312,0.4067504586563,0.845233183231751,0.194200292554434,"N.S.","miR-199a-3p"
"miR-6944-3p",-0.24099638315454,2.65893198535445,0.681535546381781,0.409058465275155,0.845233183231751,-0.347648237457394,"N.S.","miR-6944-3p"
"miR-125b-5p",0.128382067762224,13.8839018230224,0.678872063316589,0.409975395803141,0.845233183231751,0.185196968495799,"N.S.","miR-125b-5p"
"miR-484",0.132977962596821,7.58464351356472,0.678470199472481,0.410114003630465,0.845233183231751,0.191826755706185,"N.S.","miR-484"
"miR-99a-5p",-0.128012869764738,16.6414428099796,0.678350440989107,0.41015532314418,0.845233183231751,-0.184664383602123,"N.S.","miR-99a-5p"
"miR-200a-3p",-0.223699586486533,3.06212170062285,0.674336820343584,0.41154366781808,0.845233183231751,-0.322696822018784,"N.S.","miR-200a-3p"
"miR-361-5p",0.136561194200542,6.4924655546945,0.664700329352417,0.414905438192962,0.846540721068288,0.196995730174306,"N.S.","miR-361-5p"
"miR-215-5p",0.21616615428507,3.05740086413963,0.661936856438754,0.415876991791189,0.846540721068288,0.311829503627686,"N.S.","miR-215-5p"
"miR-411-5p",-0.123533244903828,11.2033807512197,0.627454095035255,0.42829070919759,0.8575444717532,-0.178202321113961,"N.S.","miR-411-5p"
"miR-28a-3p",0.135707561594657,6.16066796216692,0.625959139040852,0.428841413971763,0.8575444717532,0.195764326337502,"N.S.","miR-28a-3p"
"miR-199a-5p",-0.132175335354223,8.07006106416505,0.624100354188045,0.429527637410535,0.8575444717532,-0.19066892942443,"N.S.","miR-199a-5p"
"miR-99b-3p",-0.126513861980925,7.58511781702256,0.616340600359841,0.432410401271924,0.8575444717532,-0.182501996734917,"N.S.","miR-99b-3p"
"miR-149-5p",0.123231984449875,10.1798453473928,0.614396327219374,0.433137300769246,0.8575444717532,0.177767739215006,"N.S.","miR-149-5p"
"miR-378a-3p",0.122144935707595,11.9650598360048,0.612166643880386,0.433973194792993,0.8575444717532,0.176199621991266,"N.S.","miR-378a-3p"
"miR-212-5p",-0.127963607082366,7.07129884494761,0.611059045069744,0.434389339403368,0.8575444717532,-0.184593319943512,"N.S.","miR-212-5p"
"miR-3473a",0.219826606449914,2.78116249356786,0.601850080310349,0.437873006015519,0.859110362150017,0.317109872265373,"N.S.","miR-3473a"
"miR-351-5p",0.141383807954404,5.27112239278207,0.599067299095898,0.438934115159616,0.859110362150017,0.203952569731491,"N.S.","miR-351-5p"
"miR-423-5p",0.122281654968965,8.85576434749053,0.593397907122917,0.441108168952275,0.859691665447413,0.176396845740518,"N.S.","miR-423-5p"
"miR-377-5p",0.257612559342834,2.17932110521011,0.585362267317467,0.44421812566623,0.859725394464675,0.371617826915663,"N.S.","miR-377-5p"
"miR-300-5p",-0.263476556725787,2.10965320773035,0.5813274597046,0.445792469023775,0.859725394464675,-0.380076909695055,"N.S.","miR-300-5p"
"miR-30d-3p",-0.157809579139121,4.26892646957333,0.57886674361945,0.446756864372473,0.859725394464675,-0.227647491317029,"N.S.","miR-30d-3p"
"miR-151-5p",-0.137181973421607,5.30682433279283,0.567729809937906,0.45116244224807,0.864570705228518,-0.197891232418898,"N.S.","miR-151-5p"
"miR-22-3p",0.113956875856757,12.0971695309815,0.536106748215104,0.464050710015863,0.880620049275052,0.16438797345912,"N.S.","miR-22-3p"
"miR-491-5p",0.239202352603038,2.2784325160746,0.535464330917728,0.464318557440167,0.880620049275052,0.345060266837211,"N.S.","miR-491-5p"
"miR-483-5p",-0.248133347869735,2.18156800248888,0.533101607651608,0.465305790228303,0.880620049275052,-0.357943633477683,"N.S.","miR-483-5p"
"miR-185-3p",-0.137409642914422,4.84902414969052,0.516443154411972,0.472362887408273,0.884389029580182,-0.198219656011252,"N.S.","miR-185-3p"
"miR-1843b-5p",-0.111833998511725,10.4750164327425,0.512548609716639,0.474037658895001,0.884389029580182,-0.161325626391177,"N.S.","miR-1843b-5p"
