"miR","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"miR-669p-5p",-0.308260941079436,3.6181728204238,0.87834719412072,0.348654769503594,0.991695494945662,-0.444680419848886,"N.S.","miR-669p-5p"
"miR-185-3p",-0.286713857601729,4.55606738887363,0.867412314933256,0.351672686733498,0.991695494945662,-0.413597772485797,"N.S.","miR-185-3p"
"miR-136-3p",-0.262270782848798,8.33660785083847,0.840965306372098,0.359120838607173,0.991695494945662,-0.378337526067714,"N.S.","miR-136-3p"
"miR-149-5p",-0.260719072638567,9.865322092004,0.838739681046268,0.359757471585243,0.991695494945662,-0.376099113554754,"N.S.","miR-149-5p"
"miR-127-3p",-0.257260144663981,13.1641295573862,0.817940074508272,0.365783128799039,0.991695494945662,-0.371109452722018,"N.S.","miR-127-3p"
"miR-1264-3p",-0.387435627347177,1.89570550214904,0.817303224464098,0.365969821262804,0.991695494945662,-0.558893503762977,"N.S.","miR-1264-3p"
"miR-760-3p",-0.261202812114523,6.02193270442301,0.795253141656568,0.372516402485254,0.991695494945662,-0.376796929737733,"N.S.","miR-760-3p"
"miR-495-3p",-0.250052859840862,8.97177216118677,0.768925681604131,0.380549606622432,0.991695494945662,-0.360712616749571,"N.S.","miR-495-3p"
"miR-669o-3p",-0.359456245873027,2.0776507023123,0.763773146731369,0.382150299368817,0.991695494945662,-0.518531974152807,"N.S.","miR-669o-3p"
"miR-669a-3p",-0.359456245873027,2.0776507023123,0.763773146731369,0.382150299368817,0.991695494945662,-0.518531974152807,"N.S.","miR-669a-3p"
"miR-134-3p",-0.292914446603966,3.42750162037065,0.762235305766013,0.382629893490019,0.991695494945662,-0.422542403976151,"N.S.","miR-134-3p"
"miR-700-5p",-0.277839266023601,3.97898029650065,0.755349813338382,0.384787716031243,0.991695494945662,-0.400795770729979,"N.S.","miR-700-5p"
"miR-381-3p",-0.246760553310724,11.8693199472409,0.754308164219651,0.385115658938721,0.991695494945662,-0.355963314924415,"N.S.","miR-381-3p"
"miR-126a-5p",0.250797801607776,7.06720108834195,0.752064943034032,0.385823244082823,0.991695494945662,0.361787229110497,"N.S.","miR-126a-5p"
"miR-329-5p",-0.248768938220174,7.39704998239909,0.74952086071371,0.386627971508507,0.991695494945662,-0.358860501449653,"N.S.","miR-329-5p"
"miR-409-3p",-0.245113978339681,11.6235298580404,0.744057450540012,0.388364224031438,0.991695494945662,-0.353588055681801,"N.S.","miR-409-3p"
"miR-181c-3p",0.287244191468416,3.45549044537662,0.742112274063738,0.388985080479726,0.991695494945662,0.414362803195406,"N.S.","miR-181c-3p"
"miR-874-3p",-0.27056205239968,4.22992539948613,0.737575445915954,0.390438657872581,0.991695494945662,-0.390298059283683,"N.S.","miR-874-3p"
"miR-598-3p",-0.243201199271582,8.74707046708308,0.726798491084644,0.393922894579638,0.991695494945662,-0.350828784928582,"N.S.","miR-598-3p"
"miR-345-3p",0.267714905592805,4.22358328836871,0.724060395673797,0.394815246931395,0.991695494945662,0.386190920594561,"N.S.","miR-345-3p"
"miR-341-3p",-0.242819676421631,8.6544794012201,0.723047110318682,0.395146217041491,0.991695494945662,-0.350278420874984,"N.S.","miR-341-3p"
"miR-493-5p",-0.23626721626467,8.34341842787687,0.683227222620665,0.408477651872886,0.991695494945662,-0.340826199249249,"N.S.","miR-493-5p"
"miR-351-5p",0.244308885040553,5.47045231562421,0.679406307200596,0.409791235066506,0.991695494945662,0.352426672001403,"N.S.","miR-351-5p"
"miR-323-3p",-0.234322963775798,9.38066449893705,0.677085441723037,0.410592152023752,0.991695494945662,-0.338021526655905,"N.S.","miR-323-3p"
"miR-370-3p",-0.229990731373715,11.5439056377305,0.655461992055375,0.41816661708796,0.991695494945662,-0.331772084489488,"N.S.","miR-370-3p"
"miR-376c-3p",-0.25208047709041,4.11701301920111,0.636922040095471,0.424827573685242,0.991695494945662,-0.363637546799628,"N.S.","miR-376c-3p"
"miR-485-5p",-0.225863875617183,9.31596548864039,0.627229618577252,0.428373332620654,0.991695494945662,-0.325818907469901,"N.S.","miR-485-5p"
"miR-101b-3p",0.225315614249762,8.98551744165161,0.624964509812813,0.429208403458429,0.991695494945662,0.325028015525569,"N.S.","miR-101b-3p"
"miR-582-3p",0.23997019328952,4.83775297119086,0.62418038479441,0.429498057648386,0.991695494945662,0.346167911930509,"N.S.","miR-582-3p"
"miR-191-5p",0.221459624162702,11.6194598258264,0.607068559043341,0.435893689203172,0.991695494945662,0.319465574546694,"N.S.","miR-191-5p"
"miR-363-3p",-0.225766697386101,6.59474082442331,0.606482519330799,0.436115285993256,0.991695494945662,-0.325678723454221,"N.S.","miR-363-3p"
"miR-101a-3p",0.221316781027547,10.7867010450679,0.60640988314799,0.436142763594688,0.991695494945662,0.319259516831141,"N.S.","miR-101a-3p"
"miR-540-3p",-0.224773157322127,7.06853708633174,0.606337704062915,0.436170070899042,0.991695494945662,-0.324245496749478,"N.S.","miR-540-3p"
"miR-195a-5p",0.222192978511946,7.91685452686882,0.602427014835783,0.437653505434401,0.991695494945662,0.320523471530911,"N.S.","miR-195a-5p"
"miR-3084-5p",-0.307355867293046,2.23577957843689,0.598671637817341,0.439085305723182,0.991695494945662,-0.443374809770888,"N.S.","miR-3084-5p"
"miR-433-3p",-0.219755540650403,10.4329657687226,0.597503495366098,0.43953214413469,0.991695494945662,-0.317007356619203,"N.S.","miR-433-3p"
"miR-1943-5p",0.281618835438942,2.68340774007702,0.587065574698721,0.443556091401928,0.991695494945662,0.406247971416114,"N.S.","miR-1943-5p"
"miR-129-2-3p",0.224542384475195,5.86202457128697,0.583172208745298,0.445071595737983,0.991695494945662,0.323912596427743,"N.S.","miR-129-2-3p"
"miR-25-5p",0.27165507321606,2.92301418086829,0.580710292397981,0.44603404360422,0.991695494945662,0.391874791495782,"N.S.","miR-25-5p"
"miR-193b-3p",0.259704272076372,3.40481858513185,0.578604663724089,0.446859768495872,0.991695494945662,0.374635217614906,"N.S.","miR-193b-3p"
"miR-615-3p",-0.214517168904652,8.51093466400836,0.564550581332377,0.452432532789211,0.991695494945662,-0.30945076725998,"N.S.","miR-615-3p"
"miR-15b-3p",0.275076756981673,2.67001197412155,0.552507627289311,0.457294885423514,0.991695494945662,0.396810725864095,"N.S.","miR-15b-3p"
"miR-300-3p",-0.209838569801441,10.4764161698187,0.544627513073895,0.460521236953474,0.991695494945662,-0.302701675382704,"N.S.","miR-300-3p"
"miR-7043-3p",0.243829011720754,3.55775456177738,0.540141068270055,0.462374269071429,0.991695494945662,0.35173443292442,"N.S.","miR-7043-3p"
"miR-1298-5p",-0.215878501574056,5.72802167331951,0.53773573704164,0.463372628207664,0.991695494945662,-0.311414551516476,"N.S.","miR-1298-5p"
"miR-485-3p",-0.208917027900101,8.62598024977245,0.536070503346799,0.464065815273239,0.991695494945662,-0.301372309300315,"N.S.","miR-485-3p"
"miR-425-3p",0.248894604638711,3.2978168499051,0.530187999219136,0.46652783144196,0.991695494945662,0.359041780970699,"N.S.","miR-425-3p"
"miR-30e-5p",0.206813540307779,11.3853290145528,0.529995052050992,0.466608939711243,0.991695494945662,0.298337932832038,"N.S.","miR-30e-5p"
"miR-365-2-5p",-0.272465040682555,2.50000838966538,0.529387215281277,0.466864600862303,0.991695494945662,-0.393043206384166,"N.S.","miR-365-2-5p"
"miR-363-5p",-0.236713209640763,3.70193758808505,0.527471439141095,0.467671863136503,0.991695494945662,-0.341469564967385,"N.S.","miR-363-5p"
"miR-431-3p",-0.220620347916824,4.74670174353334,0.52171923593003,0.470109224905671,0.991695494945662,-0.318254880411785,"N.S.","miR-431-3p"
"miR-92b-5p",-0.218006491833689,5.06680548641366,0.51655565002687,0.472314653291675,0.991695494945662,-0.314484274196146,"N.S.","miR-92b-5p"
"miR-30c-5p",0.203170390009459,12.3153861096243,0.511310417419168,0.47457213600668,0.991695494945662,0.293082522923288,"N.S.","miR-30c-5p"
"miR-384-3p",-0.209907774282145,5.81679311631112,0.509082844557457,0.47553615539669,0.991695494945662,-0.302801505991887,"N.S.","miR-384-3p"
"miR-5129-3p",-0.239990252074884,3.24970521583458,0.493112306489665,0.482542250913198,0.991695494945662,-0.34619684764019,"N.S.","miR-5129-3p"
"miR-199b-5p",0.209174748722421,4.99020448176652,0.473901830162475,0.491197599493884,0.991695494945662,0.301744083301496,"N.S.","miR-199b-5p"
"miR-344b-3p",0.222512090185696,3.81747141502336,0.471678583009269,0.492215953797022,0.991695494945662,0.320983804625869,"N.S.","miR-344b-3p"
"miR-16-5p",0.195368674430976,8.98721685175629,0.468492793428143,0.493681372375417,0.991695494945662,0.28182819356572,"N.S.","miR-16-5p"
"miR-20b-5p",-0.215140922510278,4.17542630545417,0.466019996808579,0.494823876893784,0.991695494945662,-0.310350560189505,"N.S.","miR-20b-5p"
"miR-320-3p",0.190505655365341,9.92996894367439,0.447033103188502,0.503747264086716,0.991695494945662,0.274813067509636,"N.S.","miR-320-3p"
"miR-1188-5p",-0.227009744556779,3.38572859484976,0.445552395731887,0.504454653210476,0.991695494945662,-0.327471875502007,"N.S.","miR-1188-5p"
"miR-137-3p",-0.18919273068724,7.32506475930078,0.432631757680014,0.510700402411519,0.991695494945662,-0.272919113981033,"N.S.","miR-137-3p"
"miR-673-3p",-0.20315266091604,4.46037020327012,0.431331294295484,0.511336424468518,0.991695494945662,-0.293056947900135,"N.S.","miR-673-3p"
"miR-100-5p",0.186352931333734,12.4064436496999,0.42955705943757,0.512206372481304,0.991695494945662,0.268822574327381,"N.S.","miR-100-5p"
"miR-668-3p",-0.192007781405673,5.97986241709074,0.429044642076984,0.512458100499756,0.991695494945662,-0.276979952603614,"N.S.","miR-668-3p"
"miR-671-3p",-0.187036485107252,7.17765965044417,0.42018480837487,0.516844842889783,0.991695494945662,-0.269808631717374,"N.S.","miR-671-3p"
"miR-487b-3p",-0.187820889201735,6.55674572996375,0.419196275873548,0.517338359625784,0.991695494945662,-0.270940170279621,"N.S.","miR-487b-3p"
