"miR","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"miR-146a-5p",0.183218933898109,11.3357489228376,0.413464750432752,0.520216152824644,0.991695494945662,0.264301640567175,"N.S.","miR-146a-5p"
"miR-376b-5p",-0.185018092384649,7.18802064114118,0.412760770617494,0.520571562891009,0.991695494945662,-0.266897008466747,"N.S.","miR-376b-5p"
"miR-1843a-3p",-0.187765843477631,5.95841373323465,0.410612176476362,0.521658952213376,0.991695494945662,-0.270860764320437,"N.S.","miR-1843a-3p"
"miR-125b-5p",0.180868728891176,13.7077945965997,0.405470846030767,0.524277323212228,0.991695494945662,0.260911363013508,"N.S.","miR-125b-5p"
"miR-541-5p",-0.180020775333514,12.8156745397341,0.401953662612982,0.526082025121586,0.991695494945662,-0.259688151461915,"N.S.","miR-541-5p"
"miR-103-3p",0.179849023405917,10.2678881998367,0.400185586372658,0.526993427912657,0.991695494945662,0.259440391499182,"N.S.","miR-103-3p"
"miR-665-3p",-0.248071698210734,2.25976684078073,0.399924267358691,0.527128370940005,0.991695494945662,-0.357854701042221,"N.S.","miR-665-3p"
"miR-369-3p",-0.182567157423886,6.59063862222227,0.395800164335776,0.529266236851916,0.991695494945662,-0.263361423375889,"N.S.","miR-369-3p"
"miR-496a-3p",-0.195705178270022,4.34039798521269,0.393358010075806,0.530539549492101,0.991695494945662,-0.282313615649699,"N.S.","miR-496a-3p"
"miR-486a-3p",-0.194154054917287,4.62704533910786,0.393272772573193,0.530584090799502,0.991695494945662,-0.280076049705352,"N.S.","miR-486a-3p"
"miR-339-5p",0.192772879242689,4.41216287245841,0.385870072520651,0.534478295123806,0.991695494945662,0.278083641011877,"N.S.","miR-339-5p"
"let-7c-1-3p",-0.19756342494681,4.01343224613844,0.384333109895545,0.535293303834326,0.991695494945662,-0.284994220949622,"N.S.","let-7c-1-3p"
"miR-136-5p",-0.177026412394024,7.29739046476131,0.378954742001778,0.538163172223818,0.991695494945662,-0.255368646809623,"N.S.","miR-136-5p"
"miR-493-3p",-0.187090264789577,4.87415553594192,0.378619735830968,0.53834285755021,0.991695494945662,-0.269886211353742,"N.S.","miR-493-3p"
"miR-410-3p",-0.176198114273763,7.68177291733107,0.377735818145471,0.538817485951486,0.991695494945662,-0.254173789119939,"N.S.","miR-410-3p"
"miR-872-3p",-0.199202184953093,3.77353834123992,0.377015620553787,0.539204769208129,0.991695494945662,-0.287358206750332,"N.S.","miR-872-3p"
"miR-383-5p",-0.176069107121957,6.45586625151788,0.3678564749617,0.544174997528056,0.991695494945662,-0.253987690439297,"N.S.","miR-383-5p"
"miR-466i-5p",0.204337234646039,3.26203555525243,0.357559378810084,0.549864828285982,0.991695494945662,0.294765749351767,"N.S.","miR-466i-5p"
"miR-335-3p",-0.170175878637225,8.81614334093163,0.356293739187851,0.550571837862953,0.991695494945662,-0.245486440466857,"N.S.","miR-335-3p"
"miR-138-5p",-0.168851922036792,9.3921583919108,0.35181555346249,0.553087184266783,0.991695494945662,-0.243576572888822,"N.S.","miR-138-5p"
"miR-8114",0.235124476069501,2.17040200304728,0.350271273201873,0.553959609057443,0.991695494945662,0.339177744573199,"N.S.","miR-8114"
"miR-374b-5p",0.171942550267829,6.46306812659061,0.349595481724971,0.554342207403945,0.991695494945662,0.248034944600015,"N.S.","miR-374b-5p"
"miR-106a-5p",-0.243275275365207,1.99460850949027,0.345955929759038,0.556411356216717,0.991695494945662,-0.350935643060845,"N.S.","miR-106a-5p"
"miR-181a-5p",0.164935775084274,11.7855920347385,0.337217995319961,0.561439466412933,0.991695494945662,0.237927352897025,"N.S.","miR-181a-5p"
"miR-27b-3p",0.164716177338515,14.3877611988593,0.336706882565352,0.561736267586325,0.991695494945662,0.237610573166711,"N.S.","miR-27b-3p"
"miR-195a-3p",0.167773387337449,6.71289720479734,0.336464004028101,0.56187741175764,0.991695494945662,0.242020737559032,"N.S.","miR-195a-3p"
"miR-433-5p",0.190529802194006,3.66575964348337,0.33629087008579,0.561978066774868,0.991695494945662,0.274847900407606,"N.S.","miR-433-5p"
"miR-23b-3p",0.164727321200288,10.0375061233448,0.335244487048968,0.562587141325736,0.991695494945662,0.237626648693874,"N.S.","miR-23b-3p"
"miR-361-5p",-0.16624586762821,6.30024770774343,0.32621814270549,0.567894514428114,0.991695494945662,-0.239817220943358,"N.S.","miR-361-5p"
"miR-129-1-3p",0.189835686283601,3.51716750109556,0.32282126973722,0.569917077794524,0.991695494945662,0.273846606655041,"N.S.","miR-129-1-3p"
"miR-142a-3p",0.165938553382183,6.21972340276555,0.32071907109925,0.571175829710878,0.991695494945662,0.239373906174155,"N.S.","miR-142a-3p"
"miR-125a-5p",0.160685984127454,13.4577266029734,0.320089749739736,0.57155371364389,0.991695494945662,0.231796836262867,"N.S.","miR-125a-5p"
"miR-323-5p",-0.167570696621818,5.63153325852001,0.318956620147568,0.572235353684842,0.991695494945662,-0.241728346988204,"N.S.","miR-323-5p"
"miR-193b-5p",0.213595332052437,2.60661403553711,0.318836517235756,0.572307695794855,0.991695494945662,0.308120975697547,"N.S.","miR-193b-5p"
"miR-673-5p",-0.162108909949707,7.34725582062494,0.318377764504454,0.572584183834697,0.991695494945662,-0.233849471442134,"N.S.","miR-673-5p"
"miR-7b-5p",-0.160173676893862,13.4019168623917,0.318284202923451,0.572640605184093,0.991695494945662,-0.23105780979092,"N.S.","miR-7b-5p"
"miR-204-3p",-0.165888788535042,6.03875559760288,0.317646494156965,0.573025460354929,0.991695494945662,-0.239302118120038,"N.S.","miR-204-3p"
"miR-337-5p",-0.159580662301978,10.0991680122254,0.314899899876288,0.574688860765092,0.991695494945662,-0.230202359285994,"N.S.","miR-337-5p"
"miR-20a-5p",0.167061520707365,5.60771425537676,0.314173724391818,0.575130243353815,0.991695494945662,0.240993837586451,"N.S.","miR-20a-5p"
"miR-1983",-0.17240884485788,4.57209515134633,0.313920093489874,0.575284562766417,0.991695494945662,-0.248707595742099,"N.S.","miR-1983"
"miR-542-3p",0.179791486074758,4.07013814617763,0.313125324375719,0.575768663859104,0.991695494945662,0.259357391283562,"N.S.","miR-542-3p"
"miR-299a-5p",-0.199555037778686,2.89254284901219,0.312729633835657,0.576009983444679,0.991695494945662,-0.287867212990566,"N.S.","miR-299a-5p"
"miR-873a-3p",0.18473467588917,3.54914535484328,0.312093509497802,0.576398356669139,0.991695494945662,0.266488167289008,"N.S.","miR-873a-3p"
"miR-92b-3p",-0.160169220183283,8.00412833345754,0.311924291597894,0.576501756780908,0.991695494945662,-0.231051380783325,"N.S.","miR-92b-3p"
"miR-218-5p",-0.157805886253505,14.7618593978513,0.309142468020127,0.578206878504557,0.991695494945662,-0.227642164161664,"N.S.","miR-218-5p"
"miR-770-3p",-0.159184763304288,8.63496543217525,0.308769445803405,0.578436285981608,0.991695494945662,-0.229631256985799,"N.S.","miR-770-3p"
"miR-339-3p",0.181214174130623,3.6892815335744,0.308359548449091,0.578688580784069,0.991695494945662,0.261409683474006,"N.S.","miR-339-3p"
"miR-450b-3p",0.210444300939711,2.51845033700606,0.303988694916328,0.581392605333291,0.991695494945662,0.303575470083837,"N.S.","miR-450b-3p"
"miR-181c-5p",-0.164237461982917,5.31304977755626,0.30310367330193,0.581943206947398,0.991695494945662,-0.236920004505725,"N.S.","miR-181c-5p"
"miR-30d-5p",0.156300538094174,14.5811742898038,0.303027562699299,0.581990606804232,0.991695494945662,0.225470631014564,"N.S.","miR-30d-5p"
"miR-129-5p",-0.15538170116416,11.7925048288563,0.299322392392298,0.584307531990938,0.991695494945662,-0.224145166976272,"N.S.","miR-129-5p"
"miR-124-5p",-0.205014032587979,2.54111520038804,0.297068137503431,0.585726300003282,0.991695494945662,-0.295742061147614,"N.S.","miR-124-5p"
"miR-135a-5p",-0.205933626135456,2.52815989698435,0.296641953099885,0.585995313569163,0.991695494945662,-0.297068616640991,"N.S.","miR-135a-5p"
"miR-7a-5p",-0.153242968105664,15.0869836451186,0.29150329278491,0.589258791616914,0.991695494945662,-0.221059947320916,"N.S.","miR-7a-5p"
"miR-338-5p",-0.152009812459935,10.5633183329531,0.285957210932395,0.59282296915609,0.991695494945662,-0.219281064247499,"N.S.","miR-338-5p"
"miR-676-5p",0.152770031660422,7.02086927543359,0.280978824634026,0.596060377014122,0.991695494945662,0.220377715000805,"N.S.","miR-676-5p"
"miR-532-3p",-0.187840996533979,2.87787059737809,0.276720299528371,0.598858950512177,0.991695494945662,-0.270969176020384,"N.S.","miR-532-3p"
"miR-134-5p",-0.149533388138542,8.85619571864194,0.275210702912882,0.59985761343534,0.991695494945662,-0.215708709595285,"N.S.","miR-134-5p"
"miR-455-3p",-0.14750474050547,8.77411947574499,0.267617741695595,0.604934306449041,0.991695494945662,-0.212782293170158,"N.S.","miR-455-3p"
"miR-30a-3p",0.146681440890804,9.9071471521399,0.266000097925854,0.606027649783467,0.991695494945662,0.211594646052007,"N.S.","miR-30a-3p"
"miR-879-5p",-0.169641437697128,3.55935104302463,0.265083683465774,0.606648910627926,0.991695494945662,-0.244715485117164,"N.S.","miR-879-5p"
"miR-296-3p",-0.182591863051301,3.02415934786568,0.264945719129823,0.606742557809386,0.991695494945662,-0.263397062366456,"N.S.","miR-296-3p"
"miR-369-5p",-0.144948643696941,8.90424803378942,0.258420547184762,0.611207342229823,0.991695494945662,-0.209095007333649,"N.S.","miR-369-5p"
"miR-328-3p",-0.141459685285183,11.7892798010985,0.24814462581181,0.618384543907403,0.991695494945662,-0.204062026230227,"N.S.","miR-328-3p"
"miR-17-3p",-0.204928098943497,2.04299739743356,0.247146071579497,0.619091823931317,0.991695494945662,-0.29561809795924,"N.S.","miR-17-3p"
"miR-499-5p",0.163281491523659,3.6705299042606,0.245997280041919,0.619907725353305,0.991695494945662,0.235540973663551,"N.S.","miR-499-5p"
"miR-877-3p",-0.173666696494462,3.0208765999214,0.245849475006961,0.620012872576932,0.991695494945662,-0.250522103904905,"N.S.","miR-877-3p"
"miR-30d-3p",0.154339219194227,4.35859768771361,0.245270376709575,0.620425217864882,0.991695494945662,0.222641339347473,"N.S.","miR-30d-3p"
"miR-340-5p",0.138398746108644,9.14274385941412,0.235797439015538,0.627258040592488,0.991695494945662,0.199646482329696,"N.S.","miR-340-5p"
"miR-8112",-0.212438273810413,1.77215544141275,0.235051136692994,0.627803519110682,0.991695494945662,-0.306451866588066,"N.S.","miR-8112"
"miR-151-3p",0.137429797874529,10.6335024181018,0.233908252899951,0.628640939016109,0.991695494945662,0.198248730457373,"N.S.","miR-151-3p"
"miR-412-5p",-0.140197888716393,6.64159309429394,0.233720136686437,0.628779018374569,0.991695494945662,-0.202241827323391,"N.S.","miR-412-5p"
"miR-6944-3p",-0.180745331282486,2.54504989423195,0.231763052863557,0.630219621725758,0.991695494945662,-0.260733356353798,"N.S.","miR-6944-3p"
"miR-1198-5p",0.136348720801778,8.82892383018736,0.228670398549192,0.632511465181677,0.991695494945662,0.196689227638376,"N.S.","miR-1198-5p"
"miR-434-5p",-0.135439567173633,12.6614156150671,0.227556050635613,0.633341931187169,0.991695494945662,-0.195377732203193,"N.S.","miR-434-5p"
"miR-23a-5p",-0.206153741188944,1.8710387441807,0.22662193323252,0.634040006063711,0.991695494945662,-0.29738614261122,"N.S.","miR-23a-5p"
"miR-1249-3p",-0.142577147797222,5.27105536540825,0.226439428936831,0.634176599282581,0.991695494945662,-0.205674016699337,"N.S.","miR-1249-3p"
"miR-409-5p",-0.136057763347316,7.99112950094217,0.226188316120634,0.634364652142652,0.991695494945662,-0.196269508284522,"N.S.","miR-409-5p"
"miR-27a-3p",0.133923953112403,13.0072687306459,0.222302917758199,0.637290785209287,0.991695494945662,0.193191390025958,"N.S.","miR-27a-3p"
"miR-3099-3p",-0.144114280496098,4.58222551768471,0.219274839770722,0.639593010386993,0.991695494945662,-0.207891400489532,"N.S.","miR-3099-3p"
"miR-382-5p",-0.131383255852921,11.1368217494742,0.213201748382602,0.644269397403489,0.991695494945662,-0.189526318738953,"N.S.","miR-382-5p"
"miR-6899-3p",0.153082624598554,3.50657516084225,0.211791548295435,0.64536681619191,0.991695494945662,0.220828644523319,"N.S.","miR-6899-3p"
"miR-3102-5p.2-5p",-0.164528026163691,2.93804890739974,0.211593292322936,0.645521453855671,0.991695494945662,-0.237339156544407,"N.S.","miR-3102-5p.2-5p"
"miR-1839-3p",0.158639847016539,3.09656323484144,0.211232592974644,0.645803020980623,0.991695494945662,0.228845190470949,"N.S.","miR-1839-3p"
"miR-30c-2-3p",0.132041728802775,7.37739594821991,0.211058679762448,0.6459388842013,0.991695494945662,0.190476195900732,"N.S.","miR-30c-2-3p"
"miR-30b-3p",-0.133145842751604,6.06608503007542,0.207170239399569,0.64899444031619,0.991695494945662,-0.192068930460637,"N.S.","miR-30b-3p"
"miR-674-5p",0.14590334045659,3.89049508924542,0.206962042698594,0.649159015951007,0.991695494945662,0.210472200806239,"N.S.","miR-674-5p"
"miR-29b-2-5p",0.146775229636383,3.8732800950643,0.205506743950267,0.650312201585665,0.991695494945662,0.211729940580777,"N.S.","miR-29b-2-5p"
"miR-187-5p",0.175625076216581,2.33211277344283,0.201864479342403,0.653220082415359,0.991695494945662,0.253347155674376,"N.S.","miR-187-5p"
"miR-484",0.128946955874873,7.46725029599262,0.201686218577763,0.653363207853512,0.991695494945662,0.18601184527591,"N.S.","miR-484"
"miR-467b-5p",-0.1372453186637,4.63830593405042,0.200535446874833,0.654288995444624,0.991695494945662,-0.197982610810045,"N.S.","miR-467b-5p"
"miR-467a-5p",-0.1372453186637,4.63830593405042,0.200535446874833,0.654288995444624,0.991695494945662,-0.197982610810045,"N.S.","miR-467a-5p"
"miR-325-5p",-0.129411564832556,6.56154551438862,0.199077429781084,0.655466550860113,0.991695494945662,-0.186682064816681,"N.S.","miR-325-5p"
"miR-362-3p",0.167861285844737,2.50584597107318,0.198313702905365,0.656085433195742,0.991695494945662,0.242147535151318,"N.S.","miR-362-3p"
"miR-758-3p",-0.126951981656192,7.22065332150804,0.194780262387881,0.658967473451819,0.991695494945662,-0.183134004281704,"N.S.","miR-758-3p"
"miR-1839-5p",0.126236674172644,8.60481157870975,0.194663087491563,0.659063580276049,0.991695494945662,0.182102140721593,"N.S.","miR-1839-5p"
"miR-667-3p",0.130822567406337,5.12409773495341,0.189876846043821,0.663019137238487,0.991695494945662,0.188717500168042,"N.S.","miR-667-3p"
"miR-27b-5p",0.126132895232158,6.56066219515772,0.189344735615593,0.663462548759315,0.991695494945662,0.181952434882555,"N.S.","miR-27b-5p"
"miR-1291",0.163295811918205,2.43202815518521,0.180988760409113,0.670524888915649,0.991695494945662,0.235561631483634,"N.S.","miR-1291"
"miR-384-5p",-0.123565254032321,5.87502350095082,0.177024189559836,0.673943176832464,0.991695494945662,-0.178248495736822,"N.S.","miR-384-5p"
"miR-674-3p",-0.119431096092504,9.70456283914887,0.175957068968472,0.67487094367402,0.991695494945662,-0.172284784985918,"N.S.","miR-674-3p"
"miR-298-5p",-0.122791912756744,5.33369974026601,0.169743667364565,0.680339719114391,0.991695494945662,-0.17713291579372,"N.S.","miR-298-5p"
"miR-322-3p",0.119694402337566,6.17754174743161,0.168275981068549,0.681648564847453,0.991695494945662,0.172664616213296,"N.S.","miR-322-3p"
"miR-127-5p",-0.117950559114956,7.30685682690845,0.167933182308117,0.681955224155013,0.991695494945662,-0.17014904309636,"N.S.","miR-127-5p"
"miR-98-5p",-0.114586677658131,10.8403066606777,0.162666567642233,0.686713245190041,0.991695494945662,-0.16529649118594,"N.S.","miR-98-5p"
"miR-664-5p",-0.118373270592434,5.69500418795272,0.15940950750656,0.689700751550468,0.991695494945662,-0.17075882361744,"N.S.","miR-664-5p"
"miR-6540-5p",-0.11259604705716,7.95632113090738,0.154879141507332,0.693915611064271,0.991695494945662,-0.162424916057725,"N.S.","miR-6540-5p"
"miR-34c-5p",-0.112589266496603,7.89570775597542,0.154725369455142,0.694059916923928,0.991695494945662,-0.162415134790903,"N.S.","miR-34c-5p"
"let-7b-3p",-0.119252346666554,4.90551145975171,0.154073619543283,0.694672466091861,0.991695494945662,-0.172026930813733,"N.S.","let-7b-3p"
"miR-330-5p",-0.111541707134923,10.147000443441,0.153584622482065,0.695133033941934,0.991695494945662,-0.160903982793712,"N.S.","miR-330-5p"
"miR-666-5p",-0.112201467284731,7.55798412053743,0.153054191160038,0.695633584507119,0.991695494945662,-0.161855716799936,"N.S.","miR-666-5p"
"miR-26b-5p",0.109632751744481,12.2588858073699,0.149050017730133,0.699444853292423,0.991695494945662,0.158150227869322,"N.S.","miR-26b-5p"
"miR-99b-5p",0.10900104155033,12.4285685364836,0.147378052376098,0.701053683884652,0.991695494945662,0.157238957199174,"N.S.","miR-99b-5p"
"miR-24-1-5p",0.109870564598279,7.58130809802643,0.146746322135047,0.701664284659509,0.991695494945662,0.158493283720971,"N.S.","miR-24-1-5p"
"miR-3535",0.111610184955575,6.56223261691796,0.146732948544319,0.701677227221972,0.991695494945662,0.161002765162737,"N.S.","miR-3535"
"miR-1843b-3p",-0.110320715735785,7.08696781756717,0.146659964834701,0.701747870600397,0.991695494945662,-0.159142647198941,"N.S.","miR-1843b-3p"
"miR-1843a-5p",-0.108388711335309,10.6831869239679,0.14552265261301,0.702851326970225,0.991695494945662,-0.156355643029859,"N.S.","miR-1843a-5p"
"miR-17-5p",-0.114442644449422,4.91373371977093,0.14241831319128,0.705888620055801,0.991695494945662,-0.165088716735188,"N.S.","miR-17-5p"
"miR-23b-5p",0.112308877670624,5.23550054492972,0.141433029909706,0.706860522452175,0.991695494945662,0.162010661164044,"N.S.","miR-23b-5p"
"miR-219a-1-3p",-0.140662008122848,2.50050928373592,0.138771604170426,0.709505270560586,0.991695494945662,-0.202911340664261,"N.S.","miR-219a-1-3p"
"miR-483-3p",0.147896300595355,2.24357241000812,0.138620522127288,0.709656269326687,0.991695494945662,0.213347136398614,"N.S.","miR-483-3p"
"miR-411-5p",-0.105454643659619,11.0316151585139,0.137770036875706,0.71050803883547,0.991695494945662,-0.152123117036388,"N.S.","miR-411-5p"
"miR-370-5p",-0.115383937162749,4.25787471220915,0.136178962936206,0.712109583082134,0.991695494945662,-0.166446574261664,"N.S.","miR-370-5p"
"miR-24-2-5p",0.104470632373552,10.1997389141681,0.135017746745646,0.713285163168602,0.991695494945662,0.150703636026916,"N.S.","miR-24-2-5p"
"miR-690",-0.113205876554844,4.65583164127211,0.13465652926439,0.713652018349841,0.991695494945662,-0.163304622828608,"N.S.","miR-690"
"miR-182-5p",0.103770734198967,9.91390972248412,0.131543477519081,0.716837045955757,0.991695494945662,0.149694001095431,"N.S.","miR-182-5p"
"miR-672-5p",-0.106045151211552,5.93353658716851,0.13046891058136,0.717946351004172,0.991695494945662,-0.152974951022225,"N.S.","miR-672-5p"
"miR-93-5p",0.104829256729909,6.25015045117379,0.129152095486747,0.719312800165104,0.991695494945662,0.151220967962627,"N.S.","miR-93-5p"
"miR-434-3p",-0.101606122104853,9.98198069723733,0.127675602024539,0.720854333453739,0.991695494945662,-0.146571449754837,"N.S.","miR-434-3p"
"miR-125a-3p",0.103276892730525,5.94146302818706,0.123545060330741,0.72522094382864,0.991695494945662,0.148981612329093,"N.S.","miR-125a-3p"
"miR-29c-3p",-0.10060827843151,5.76094006693349,0.116729734127586,0.732608784121702,0.991695494945662,-0.145132014897952,"N.S.","miR-29c-3p"
"miR-667-5p",-0.102993494528824,5.05500154573258,0.116284605093769,0.733099602330549,0.991695494945662,-0.148572797540961,"N.S.","miR-667-5p"
"miR-376b-3p",-0.0971604047789196,6.99483745586715,0.11346383232668,0.736234555873502,0.991695494945662,-0.140158300427183,"N.S.","miR-376b-3p"
"miR-30e-3p",0.0956337361132233,9.41659914666994,0.11291896658274,0.736845095694422,0.991695494945662,0.137956011480504,"N.S.","miR-30e-3p"
"miR-425-5p",0.0969608820844179,6.36134987848444,0.110295318211263,0.739808170442552,0.991695494945662,0.139870479870839,"N.S.","miR-425-5p"
"miR-10b-3p",-0.0963682610695681,6.31290749691842,0.109148075933573,0.741116131414135,0.991695494945662,-0.139015597118675,"N.S.","miR-10b-3p"
"miR-1964-3p",-0.09603396511733,5.98042837058726,0.107486814043475,0.743023706166255,0.991695494945662,-0.13853336001178,"N.S.","miR-1964-3p"
"miR-331-3p",-0.104630672053136,3.88364132822056,0.105480679214761,0.745349177806942,0.991695494945662,-0.150934500539495,"N.S.","miR-331-3p"
"miR-3057-5p",0.120530740652516,2.43536759884152,0.10055837475015,0.751160588728422,0.991695494945662,0.173871072249294,"N.S.","miR-3057-5p"
"miR-9-5p",-0.0883936400249396,12.9351182179142,0.0968775984180184,0.755609309871271,0.991695494945662,-0.127511843766585,"N.S.","miR-9-5p"
"miR-194-5p",0.0890086933331304,7.42573957058993,0.096155758177173,0.756492577779643,0.991695494945662,0.128399086121578,"N.S.","miR-194-5p"
"miR-212-5p",-0.091503966776228,7.49435189984652,0.0951827474662537,0.757688956498399,0.991695494945662,-0.131998631488658,"N.S.","miR-212-5p"
"miR-130a-3p",0.0951962231330432,4.23601548654171,0.0921088087170698,0.761513167375659,0.991695494945662,0.137324879118958,"N.S.","miR-130a-3p"
"miR-219a-2-3p",0.112945556194659,2.65247932222795,0.0920606873303953,0.761573584270725,0.991695494945662,0.162929098875892,"N.S.","miR-219a-2-3p"
"miR-379-3p",-0.0873017356311438,6.82616583260963,0.0913571782717466,0.76245882308524,0.991695494945662,-0.125936722044813,"N.S.","miR-379-3p"
"miR-503-3p",0.0913271104524413,4.78118854887013,0.0904615689048698,0.763591184445078,0.991695494945662,0.131743508202396,"N.S.","miR-503-3p"
"miR-350-5p",0.105583429417585,3.04161414240263,0.0900081427224224,0.764166804093578,0.991695494945662,0.152308896346352,"N.S.","miR-350-5p"
"miR-3474",0.122507034714693,2.00426852065679,0.0883459203894539,0.766290601738213,0.991695494945662,0.176721966268615,"N.S.","miR-3474"
"miR-29c-5p",-0.0886672590858354,4.95489908451485,0.0865014270419329,0.768672895054629,0.991695494945662,-0.127906551699584,"N.S.","miR-29c-5p"
"miR-541-3p",-0.101064045783614,3.04385873992848,0.0832458301983858,0.772946017864426,0.991695494945662,-0.145789480020771,"N.S.","miR-541-3p"
"miR-324-5p",-0.10641862580267,2.65488831734082,0.0818111675162245,0.774857813189873,0.991695494945662,-0.153513705096612,"N.S.","miR-324-5p"
"miR-411-3p",-0.0811239431727957,8.79234210617993,0.0808758163191072,0.776114021746397,0.991695494945662,-0.117024975605261,"N.S.","miR-411-3p"
"miR-301a-5p",-0.0888133664992168,4.26600685252874,0.0805382628895102,0.776569294669361,0.991695494945662,-0.12811731828486,"N.S.","miR-301a-5p"
"miR-138-2-3p",-0.0852180610306839,4.98003299045926,0.0796498441023532,0.777772493005798,0.991695494945662,-0.122930926717918,"N.S.","miR-138-2-3p"
"let-7f-5p",0.0796360054558032,16.0782220853016,0.0787625808670782,0.778981378913739,0.991695494945662,0.114878557812646,"N.S.","let-7f-5p"
"miR-700-3p",-0.0808895702361138,6.53238464196104,0.0777502574949978,0.780369663725643,0.991695494945662,-0.116686881990417,"N.S.","miR-700-3p"
"miR-1843b-5p",-0.0792263434375263,10.3278401545436,0.0777053204724467,0.780431514883217,0.991695494945662,-0.114287601729642,"N.S.","miR-1843b-5p"
"miR-770-5p",-0.086640008948548,4.43142327302243,0.0775399233142129,0.780659333117772,0.991695494945662,-0.124982151225651,"N.S.","miR-770-5p"
"miR-501-3p",-0.0793717247206581,7.52333538052362,0.0763536594921135,0.782301021437263,0.991695494945662,-0.114497320839026,"N.S.","miR-501-3p"
"miR-30c-1-3p",0.0850599465362748,4.35638539849945,0.0747045322360242,0.784606244554928,0.991695494945662,0.122702839372463,"N.S.","miR-30c-1-3p"
"miR-24-3p",0.0769768097051518,14.5345697794712,0.0734928300091653,0.786317497560115,0.991695494945662,0.111042547065649,"N.S.","miR-24-3p"
"miR-186-5p",0.077408151325354,7.66612551083711,0.0729224089898484,0.787128330674059,0.991695494945662,0.111664776959901,"N.S.","miR-186-5p"
"miR-505-5p",-0.0949495934639174,3.08296327223116,0.0708122718147264,0.790157764393753,0.991695494945662,-0.13696910461042,"N.S.","miR-505-5p"
"miR-34b-3p",-0.0842035605798097,3.97987547620192,0.0698771032043561,0.791515801681846,0.991695494945662,-0.121467463702292,"N.S.","miR-34b-3p"
"miR-361-3p",-0.0750594302794963,8.90381577320445,0.0692905990632209,0.792372480417993,0.991695494945662,-0.10827664008754,"N.S.","miR-361-3p"
"miR-423-5p",-0.0743649541002109,8.64256692992619,0.0680074178542007,0.794260380242887,0.991695494945662,-0.107274826630739,"N.S.","miR-423-5p"
"let-7g-5p",0.0739836546948149,14.7130074365762,0.0679483889192056,0.794347683395579,0.991695494945662,0.106724784906069,"N.S.","let-7g-5p"
"miR-494-3p",-0.0755119819752307,6.33928025944939,0.0667876511668606,0.796072697777895,0.991695494945662,-0.108929466479875,"N.S.","miR-494-3p"
"miR-181a-2-3p",-0.0760939989300271,5.05074415760738,0.0631751427598051,0.801546104389613,0.991695494945662,-0.109769052393392,"N.S.","miR-181a-2-3p"
"miR-106b-5p",0.0768892985409552,4.42580106030876,0.0611551173659723,0.804679458142606,0.991695494945662,0.110916308233379,"N.S.","miR-106b-5p"
"miR-3095-3p",0.0767129561529013,3.93231713590523,0.0578881496162613,0.809865489071053,0.991695494945662,0.110661926322773,"N.S.","miR-3095-3p"
"miR-708-5p",0.0704211385128629,5.28775718932378,0.055561729154638,0.813653553086333,0.991695494945662,0.101585693375493,"N.S.","miR-708-5p"
"miR-138-1-3p",-0.0694062629203855,5.43141588178408,0.0545272838488717,0.815364800556457,0.991695494945662,-0.100121689201052,"N.S.","miR-138-1-3p"
"miR-99b-3p",0.0669134211691823,7.43488093476646,0.0541935110777412,0.815920597275713,0.991695494945662,0.0965256516600643,"N.S.","miR-99b-3p"
"miR-467e-5p",-0.0830415690860426,2.87288993808678,0.0538103297044716,0.816560898295919,0.991695494945662,-0.119791238152925,"N.S.","miR-467e-5p"
"miR-1191a",-0.080923433686608,3.08491570671593,0.0535770048176012,0.816951964629935,0.991695494945662,-0.116735731557055,"N.S.","miR-1191a"
"miR-15a-5p",0.0846295321416507,2.71985216588216,0.053246494872635,0.817507457538454,0.991695494945662,0.122081947043256,"N.S.","miR-15a-5p"
"let-7k",-0.0922494470501486,2.12258528372936,0.0520667895120583,0.819505155613269,0.991695494945662,-0.133074020670419,"N.S.","let-7k"
"miR-380-5p",0.0656966763723863,6.48287537078116,0.0509189846094737,0.821471818684316,0.991695494945662,0.0947704419822065,"N.S.","miR-380-5p"
"miR-1193-5p",0.0816343069775182,2.61218734617209,0.0480397421241214,0.826510065898728,0.991695494945662,0.117761198592724,"N.S.","miR-1193-5p"
"miR-345-5p",-0.0819165132464551,2.63366331591656,0.0472856611492762,0.827855592863157,0.991695494945662,-0.118168293963664,"N.S.","miR-345-5p"
"miR-181d-5p",-0.0613570477255875,8.98867630790766,0.0463691931452459,0.829506087596293,0.991695494945662,-0.0885103303965825,"N.S.","miR-181d-5p"
"miR-124-3p",-0.0619253831192227,7.16558451957281,0.0463186928032293,0.829597529330085,0.991695494945662,-0.0893301800362148,"N.S.","miR-124-3p"
"miR-26a-5p",0.0606364537351416,16.3059773179415,0.0456522780691557,0.830809135809149,0.991695494945662,0.0874708408099679,"N.S.","miR-26a-5p"
"miR-151-5p",-0.062029677185653,5.56440155906356,0.0435415966411687,0.83470880228842,0.991695494945662,-0.0894806289678426,"N.S.","miR-151-5p"
"miR-154-3p",-0.0820844519354853,2.24204684868268,0.0422001645020273,0.837238694129481,0.991695494945662,-0.118410553156429,"N.S.","miR-154-3p"
"miR-16-1-3p",-0.0597504114024065,4.91485726454153,0.0391835851197682,0.843085403873829,0.991695494945662,-0.0861926844689642,"N.S.","miR-16-1-3p"
