"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"mmu-miR-187-3p",-0.506764041404949,4.81752817703637,0.927662719999295,0.335471003190253,0.710103647882329,-0.731030165246269,"N.S.","mmu-miR-187-3p"
"mmu-miR-542-3p",0.529137666923293,3.48133047561016,0.92071984131289,0.337286036411376,0.710103647882329,0.763305137074358,"N.S.","mmu-miR-542-3p"
"mmu-miR-344-3p",-0.503499961627196,6.6867820164828,0.92019410003277,0.337424013099208,0.710103647882329,-0.726321581794507,"N.S.","mmu-miR-344-3p"
"mmu-miR-431-3p",-0.51106638533298,4.3390035525904,0.916309537461281,0.338445836629885,0.710103647882329,-0.737236491930254,"N.S.","mmu-miR-431-3p"
"mmu-miR-379-3p",-0.497480384528251,6.66934018722595,0.90943078831596,0.340265492437604,0.710600958625508,-0.717638068202748,"N.S.","mmu-miR-379-3p"
"mmu-miR-222-3p",0.487840515262819,8.57459473444461,0.898392085872658,0.343213218167062,0.713438587763938,0.70373211859645,"N.S.","mmu-miR-222-3p"
"mmu-miR-541-3p",-0.541939530117791,2.78477003102166,0.876986351632141,0.349028424023201,0.722183236803767,-0.781772406655263,"N.S.","mmu-miR-541-3p"
"mmu-miR-668-3p",-0.488303551656691,5.89357655875973,0.86759171282098,0.351622888208724,0.724214113787693,-0.704400069642442,"N.S.","mmu-miR-668-3p"
"mmu-miR-7b-5p",-0.479639039399437,13.1826383163148,0.83488946578882,0.360862488683035,0.739850490496269,-0.691901116856371,"N.S.","mmu-miR-7b-5p"
"mmu-miR-671-3p",-0.470492994903463,7.39324427142971,0.816878825957708,0.36609430701195,0.743933773730406,-0.678707531927366,"N.S.","mmu-miR-671-3p"
"mmu-miR-134-3p",-0.494971997166188,3.3814113846187,0.816628201264374,0.36616784853991,0.743933773730406,-0.714019605411452,"N.S.","mmu-miR-134-3p"
"mmu-miR-212-5p",-0.46158778852215,7.00350166462053,0.79190934984328,0.373523403803481,0.755459496881814,-0.665861366926324,"N.S.","mmu-miR-212-5p"
"mmu-miR-335-3p",-0.461501706668747,8.79675218412207,0.785442992012094,0.375481631399628,0.756014585194766,-0.665737189939844,"N.S.","mmu-miR-335-3p"
"mmu-miR-674-3p",-0.456182158269837,9.95921335999631,0.774435623376484,0.37884834490303,0.759387977060092,-0.658063499568464,"N.S.","mmu-miR-674-3p"
"mmu-miR-365-2-5p",-0.497412157207789,2.8259505468839,0.74460605761475,0.388189376855602,0.770612480213184,-0.717539647191633,"N.S.","mmu-miR-365-2-5p"
"mmu-miR-7a-5p",-0.448019361962179,15.0250639320549,0.74056691648056,0.389479335064209,0.770612480213184,-0.646288294845739,"N.S.","mmu-miR-7a-5p"
"mmu-miR-377-3p",-0.516009481551588,2.0339105167854,0.735240146443706,0.391189908357238,0.770612480213184,-0.744367132919497,"N.S.","mmu-miR-377-3p"
"mmu-miR-384-5p",-0.449843743000044,5.7251080723651,0.734857372785179,0.391313241622731,0.770612480213184,-0.648920047422116,"N.S.","mmu-miR-384-5p"
"mmu-miR-503-5p",0.489309844067724,2.90581671933067,0.710396431131909,0.399312237781355,0.779913871186261,0.70585169218749,"N.S.","mmu-miR-503-5p"
"mmu-miR-181c-3p",0.462585761916745,3.66942383615026,0.695133622613521,0.404423714882401,0.779913871186261,0.66730098891201,"N.S.","mmu-miR-181c-3p"
"mmu-let-7c-5p",-0.429437031764221,16.0551205215924,0.692240551364193,0.405403330129909,0.779913871186261,-0.619482438854826,"N.S.","mmu-let-7c-5p"
