,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-20-LE3JWB61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tRF-20-LE3VLIE1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
tRF-20-LEK58Y01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-LEK5YY01,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,1,0
tRF-20-LEKPM43R,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
tRF-20-LEKQ3SW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-20-LI38NJW1,0,2,0,0,2,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,2,1,0,1
tRF-20-LIK898O1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-LIK8V8O1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-LJKP9BK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tRF-20-LM3KZSP1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-LMK827K1,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0
tRF-20-LMK8J7K1,1,3,1,0,0,0,4,0,0,1,2,3,0,0,2,1,3,0,1,1,3,4,0,2
tRF-20-LN3JWB61,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-20-LNK8KDP1,1,0,1,1,0,0,0,0,0,0,3,1,1,0,0,3,1,0,0,1,1,0,0,0
tRF-20-LNK8KEP1,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,2,1,0,2,2,2,0
tRF-20-LNK8KQP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-LNK8QJP1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
tRF-20-LQ9DYXI6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-LW67D8H0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-M0NK5Y93,4,5,4,5,7,4,2,2,3,1,4,4,0,4,4,4,3,4,3,4,5,4,4,4
tRF-20-M1M3WD8S,2,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,2,0,0,0
tRF-20-M2OSRN2N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-20-M91MP34R,1,0,1,1,1,0,0,0,1,2,0,0,0,0,0,1,3,2,0,1,0,0,1,0
tRF-20-MBQ4NKKQ,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
tRF-20-MEF91SS2,0,0,0,0,3,0,0,2,0,1,2,0,1,0,0,1,1,1,0,2,0,2,1,0
tRF-20-MEJB5Y13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0
tRF-20-MEJB5YJ3,0,1,3,0,3,0,1,0,0,0,0,2,0,2,0,0,1,2,0,0,2,0,1,0
tRF-20-MI7O3B1N,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0
tRF-20-MIF91SS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-MK7LQ673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-20-ML5F82NZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
tRF-20-MMUKLY5Z,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3,1,0,1,2,1,1,0,0
tRF-20-MMUKLYM9,5,7,4,2,6,1,2,9,1,7,2,5,2,1,1,11,1,3,2,2,4,0,9,2
tRF-20-MNH5SYNX,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
tRF-20-MPW4PU73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-20-MQ6KM87S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-MV9JKL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-N1EH6KK8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-N3S3RQJV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-NB8PLML3,0,1,2,1,3,3,7,4,2,4,0,2,1,0,0,4,0,1,2,0,0,2,2,1
tRF-20-NIDRIWQ7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0
tRF-20-NMEH623K,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
tRF-20-NNBSBKZ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-20-NQDVLKZ4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,2,1,0
tRF-20-NRDF7UK8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-NX2VF0S7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-O2WHR9O1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-O9337KB6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-20-O9XEKJ5R,0,1,0,1,6,0,0,0,1,4,1,2,3,0,1,1,0,0,0,0,4,0,0,0
tRF-20-ODJRWVU6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-20-ODMJ6B26,1,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1
tRF-20-OMEMR326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
tRF-20-OMJHHS19,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
tRF-20-OMK1QV26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0
tRF-20-OMKI3U26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-20-OMKJRV46,5,4,0,0,0,0,0,0,0,0,3,3,1,1,0,0,5,1,0,0,0,3,1,0
tRF-20-OMKM4WL6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
tRF-20-OMN1OXL6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
tRF-20-OSM83O9E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-OZXEKJ5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-P42U6R93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-P42U6RM3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-20-PJ58309N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-20-PJ60MV9J,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
tRF-20-PS5P4PW3,2,3,2,1,1,3,3,2,2,0,2,3,0,0,0,1,3,5,0,0,1,2,1,2
tRF-20-PSQP4PW3,0,1,0,0,1,0,2,1,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
tRF-20-Q1Q89P9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
tRF-20-Q2FWQ8P6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tRF-20-Q340QI6N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
tRF-20-Q4NKKQBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-20-Q72S3HPS,0,0,0,0,1,0,2,2,0,0,0,2,3,0,0,1,0,2,1,0,2,0,1,0
tRF-20-Q89P9L84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-QJ3KYU4R,0,0,0,1,3,3,0,0,0,2,0,1,1,1,0,2,3,2,1,1,0,0,1,0
tRF-20-QJ3KYUYR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-QNR8VP9L,0,0,0,3,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,3,1,1,0,0
tRF-20-QO8Q9VWV,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1
tRF-20-R008R959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
tRF-20-R29P4P9L,9,13,7,4,9,7,4,10,1,9,2,19,3,7,6,8,17,18,4,3,20,8,2,2
tRF-20-R2IP4OI3,2,1,4,0,1,1,0,0,0,0,2,0,0,0,1,0,0,5,0,0,0,1,0,0
tRF-20-R4L2RRM3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0
tRF-20-R959KUMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-R95R3JH9,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-R95RM3Y8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-R9BM32LJ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-R9JP9PMN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tRF-20-R9O9337K,0,0,0,0,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-20-R9O933IK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-20-RE987S1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-20-RESJ83RP,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
tRF-20-REVI2ERP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tRF-20-RK9P4P9L,4,4,2,2,4,1,4,4,6,2,3,15,1,8,5,1,5,12,3,1,7,3,3,4
tRF-20-RKIP4OI3,6,3,3,3,15,2,3,6,0,2,1,4,3,2,2,2,2,3,0,2,3,4,1,1
tRF-20-RP9830MM,5,0,1,0,2,3,0,2,0,2,0,3,0,0,0,1,0,0,0,1,1,1,0,1
tRF-20-RPM8309M,2,0,2,2,5,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
tRF-20-RPM830MM,27,7,9,0,10,7,5,6,0,3,0,17,0,3,0,5,1,2,3,1,10,6,1,4
tRF-20-RV50SRRN,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-20-RX6N38Z9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
tRF-20-RX6NMH49,1,0,0,0,1,1,1,1,0,2,3,2,0,1,0,1,4,3,1,0,1,4,0,2
tRF-20-RX8FWVZ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
tRF-20-RX8HWVZ5,11,8,0,0,1,5,3,4,1,0,4,7,0,4,3,15,8,9,4,3,2,2,0,7
tRF-20-RXSINHZ4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-RXSMKVNM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tRF-20-S3M8309N,41,19,19,17,56,28,14,26,14,15,7,24,8,20,14,22,19,34,20,11,30,17,10,10
tRF-20-S5R8309N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tRF-20-S8V0J6OZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tRF-20-S8V0J8O9,3,2,0,0,2,1,0,1,0,0,0,1,0,0,2,0,1,1,1,0,1,1,0,0
tRF-20-S998LOW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tRF-20-SBKKRSL3,8,5,6,6,0,2,2,11,2,5,2,7,0,3,2,9,1,6,2,0,6,3,2,1
tRF-20-SXQ3V2Y7,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,3
tRF-20-U1O0789N,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
tRF-20-U4307W5N,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,2
tRF-20-UDJKSV5N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tRF-20-UDJKWH19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tRF-20-UIX1Q7O6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-20-UJJKIWRN,1,1,1,3,3,1,1,3,3,1,2,2,2,2,0,1,3,3,0,1,0,1,0,1
tRF-20-UMJYX9X5,2,6,1,1,2,2,6,4,2,2,0,4,2,0,1,3,1,1,1,2,4,3,3,2
tRF-20-UMJYXZX5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0
tRF-20-UMX0S75N,5,2,0,0,2,0,1,3,5,1,1,0,2,1,2,9,2,4,2,0,4,2,4,5
tRF-20-UMX0SW5N,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-20-V2Y7RZ81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
tRF-20-V2Y8L981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0
tRF-20-V3LY7SIR,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
tRF-20-V47P596V,28,12,6,6,10,2,11,8,0,4,3,29,9,10,5,25,23,17,8,1,11,12,6,20
tRF-20-V47PU9XW,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
tRF-20-V4QP596V,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-20-V81H93WB,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,3,1,0,0,2,0,0,1
tRF-20-VBY9PYK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-20-VBY9PYKH,175,171,89,109,144,139,155,134,70,110,131,176,99,149,120,229,157,183,115,145,207,179,100,152
tRF-20-VBYZPYKH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-20-VH915HSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-VL8RPY8H,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-VM7JL3RX,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0
tRF-20-W0K67205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-20-W3FJHPEZ,2,3,2,5,2,1,3,5,1,0,0,1,2,4,1,3,2,5,6,0,2,4,1,6
tRF-20-W3FJIKE7,1,0,2,0,0,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
tRF-20-W7W26WRN,4,2,0,0,0,0,1,1,2,1,0,0,0,2,0,0,2,6,0,2,0,0,1,2
tRF-20-W7WK6WRN,0,11,3,2,1,4,3,8,2,6,3,0,1,4,5,8,21,5,4,6,5,4,6,5
tRF-20-W96KM87S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
tRF-20-W9RKM87S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-W9RKM87Y,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-WB08Q2B5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
tRF-20-WB0Q37Q5,4,4,5,1,6,3,10,7,8,3,4,5,6,4,8,5,12,16,3,7,4,8,3,6
tRF-20-WB8647O5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-WB8689SV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0
tRF-20-WB86Q3P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
tRF-20-WB884U1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
tRF-20-WB8HWKS5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-WB8Y3DUV,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-20-WBKY4VXV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-WD8S746D,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0
tRF-20-WD8SS46D,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-WD8YQ84V,0,0,0,1,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0
tRF-20-WE884U1D,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0
tRF-20-WE8S68L5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-20-WE8SP6X5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tRF-20-WE8SPOL5,0,2,1,0,1,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,2,0,4
tRF-20-WE8SPOX5,2,2,2,1,2,1,2,0,0,0,3,0,0,3,1,1,0,1,1,0,2,0,0,1
tRF-20-WEKSP185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
tRF-20-WEKSPM85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tRF-20-WO6VJD80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-20-WPMN1E8Y,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
tRF-20-WPRLXN48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
tRF-20-WR381H93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-20-WURMJKYO,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-20-WVEH93WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-20-WW6VD8HJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-X6L85J3K,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-20-XEKJ5R5N,2,0,3,0,2,2,1,5,0,0,0,4,0,0,2,6,0,1,0,0,2,2,0,1
tRF-20-XSXMSL73,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0
tRF-20-XZX5Q4R9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-20-Y3E7QN7J,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-Y6FPZD3K,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tRF-20-Y87HFK8S,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
tRF-20-Y8HPDEXK,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-YDLBRY73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-20-YDZDL9X1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-20-YEN0RR13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-20-YKISQI45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-YRI7XUK8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-20-YSV4V4SQ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-20-YU8R6Q46,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,2,1,0,0,1,2
tRF-20-YUHRE9XF,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-Z3FJHPEZ,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-20-Z5EFOK8Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-20-Z87HFK8S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
tRF-20-Z90668K8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-20-ZFLWRNLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
tRF-20-ZH0SR959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2
tRF-20-ZKXU53K8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-20-ZRS3S3R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-21-04SXQ3V2E,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tRF-21-0P58309NB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-21-0VL8K87SB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
tRF-21-10H7RNLED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-21-17NSRJ7KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-21-184KISQIE,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tRF-21-18Y3E7QN0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,3,0,2,0,0,1,0,3,0,0
tRF-21-18YKISQID,7,8,3,4,4,3,7,7,0,8,3,11,1,5,6,9,8,7,2,6,8,8,4,3
tRF-21-19BMW36DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-21-19BMW3RDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-21-1E6S18WO0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tRF-21-1E8Y7Z2RB,1,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
tRF-21-1EWJQ72SD,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,2
tRF-21-1HM4PO73B,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
tRF-21-1HPSR9O9D,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
tRF-21-1LQ4PU73D,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
tRF-21-1PW4PU73E,1,2,0,0,1,0,2,2,0,0,0,1,2,0,0,4,4,1,2,0,0,0,0,0
tRF-21-1S91547O0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
tRF-21-1SS2P46ID,3,0,0,0,1,1,0,1,0,2,6,2,0,0,0,1,0,2,1,2,3,0,2,9
