,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-28-K84J83ML5F0L,5,0,0,0,2,2,2,0,1,0,0,0,3,1,0,0,0,1,0,0,2,2,0,0
tRF-28-K87SIRMM12V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-KF9MVH7P59DP,3,1,0,0,2,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0
tRF-28-KK761RNNMJDV,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0
tRF-28-KKYU476YQSD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-KL9MVH7P59DP,2,1,0,0,2,0,1,0,0,1,4,3,0,0,3,0,2,0,1,0,1,1,0,1
tRF-28-KQI34JRX6ND3,2,0,0,0,2,0,3,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,4,1
tRF-28-KY7SHRRNWJV,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-L85DMKYUYRDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-L85J3KYUYRD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-LY7SDR69OKV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tRF-28-LY7SIR69OKV,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,1,0,0,1,0,0
tRF-28-M8309MUKLYD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-M830MMUKLYD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tRF-28-M87SFR2W9JDV,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-28-MBQ4NKKQBRX,1,1,2,3,4,7,1,3,1,2,0,2,2,1,2,1,4,3,2,3,1,5,1,3
tRF-28-MEF91SS2PMX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
tRF-28-MI7O3B1NR805,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tRF-28-MIF91SS2P4DX,4,2,0,3,2,2,0,3,0,2,2,9,0,1,3,4,1,6,2,0,2,1,1,2
tRF-28-MIF91SS2P4X,8,2,3,3,4,5,0,5,0,0,0,8,1,1,6,9,3,1,2,0,1,4,1,2
tRF-28-MIMYSXR3IE03,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
tRF-28-MMUKLY5X1ID2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-MMUKLYM91MDU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-MN1E8Y7Z2RY,0,2,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
tRF-28-MQ18Y3E7QN00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
tRF-28-MUWLV47PU90M,17,16,10,12,71,8,25,17,4,20,13,23,6,17,22,23,15,16,14,17,15,11,36,15
tRF-28-N24YDRFU8U0E,3,0,2,2,1,2,0,2,0,0,0,2,0,2,2,0,1,1,0,1,4,0,0,0
tRF-28-N3R718YKISD8,4,2,8,1,11,7,3,3,0,9,2,3,0,2,7,3,3,7,0,2,8,0,6,8
tRF-28-N3R918VBY9DV,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-N3S3RQJVDE0J,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-ND8PHPD3XW0E,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-ND8PHPDJXW0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tRF-28-NDY8HPDEXK0E,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-NMZLBP5E380E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-OR183O9EDJDD,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
tRF-28-OSRNLNKSEKDS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tRF-28-P4R8YP9LOND5,102,41,302,62,2790,98,329,58,148,135,33,50,367,117,127,205,92,127,30,119,271,127,77,87
tRF-28-PER8YP9LOND5,7,2,12,4,59,3,14,1,7,20,3,0,19,2,7,6,11,6,3,12,10,8,2,6
tRF-28-PIN24YDRFU0J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-PIR8YP9LOND5,5,2,14,4,99,3,12,6,10,11,3,0,15,11,14,12,10,16,0,12,17,9,4,6
tRF-28-PLR8YP9LONDQ,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tRF-28-PNR8YO9LOND5,4,0,0,1,12,1,2,0,2,3,0,0,2,2,6,1,1,0,0,1,1,0,3,0
tRF-28-PRI3SERXPIDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tRF-28-PS5P4PW3FJDD,18,7,3,6,68,6,13,13,7,5,5,8,7,13,5,15,17,10,3,9,16,12,9,11
tRF-28-PSQP4PW3FJD0,292,64,205,29,656,84,210,166,55,144,57,199,31,147,90,208,122,151,71,32,281,114,45,117
tRF-28-PSQP4PWEFJD0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-PY5P4PW3FJDD,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-Q1Q89P9L84DF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-Q340QI6NDJ0J,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-Q3V2Y7RZ81DH,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-Q4PUQ340QIDX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-Q6S8V0J6OZ0O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-QJ3KYU4RRWDY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-QK11M3WE8SDV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-QKF1R3WE8RDR,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-28-QP4PW3FJI0V,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-QP4PW3FJIKW,1,1,0,1,3,1,0,2,0,3,3,0,1,0,3,8,1,0,3,1,1,2,0,2
tRF-28-R29P4P9L5HDI,1,0,0,0,4,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,0
tRF-28-R29P4P9L5HDM,2,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
tRF-28-R718YKISQID5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0
tRF-28-R8309NDJ78W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-28-R8WP9N1EWJDW,8,2,0,0,3,0,0,2,1,5,0,0,0,3,1,0,0,3,2,2,15,0,0,0
tRF-28-R9JP9PMNH50D,0,0,0,0,8,1,1,3,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0
tRF-28-RK9P4P9L5HDN,0,0,3,0,10,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
tRF-28-RKIP4OI3FJDW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-RKVP4PRL5F0Q,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tRF-28-RRJ89O9NF503,1,0,1,0,8,0,0,3,0,1,0,0,1,1,0,3,2,0,0,0,3,0,0,0
tRF-28-RVULE1D3L80E,0,2,0,3,1,2,0,0,0,0,2,0,0,2,1,2,1,2,0,1,1,1,1,0
tRF-28-RX6NMH490VDM,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tRF-28-S8V0J8O9YEDJ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,1,2,0,0,0
tRF-28-S8V0JUO9YED5,4,1,0,0,3,0,2,3,1,0,0,1,0,3,3,3,0,1,3,2,0,0,0,1
tRF-28-SRI3SERXPIDP,0,0,2,0,4,0,2,0,1,1,4,0,0,0,0,6,0,2,0,0,1,0,0,5
tRF-28-U47P299DWUDD,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
tRF-28-UDL0HVRNLDDJ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-UMX0S75NLDD5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-V47P596VW6DK,5,0,0,1,1,3,0,1,0,2,0,3,0,2,2,1,1,3,3,2,3,2,3,2
tRF-28-V8WPMN1E8Y0E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-VH7P59N3Z6DJ,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
tRF-28-VIJMRPFQRD03,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0
tRF-28-W3FJIKE7UMD2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-W4R951KHZKDM,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tRF-28-W8E7OMJHHSZ,4,5,1,4,0,1,2,3,0,2,1,0,1,0,0,3,2,0,1,2,0,0,4,2
tRF-28-WHR95R3LMJD1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-WJ9X0UD3940E,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tRF-28-WJQ72S3HPSDZ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tRF-28-WLV47PU9XW0N,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-WNR71KVUY9DZ,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-WP7SER9I69DV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-WP9N1EWJQ7D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tRF-28-WS3V2VR0PSDZ,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
tRF-28-XK7S1RNS9MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-28-XSXMSL73VLD5,5,0,4,2,16,0,1,4,3,2,1,2,0,3,1,0,3,2,0,0,9,2,0,1
tRF-28-Y8NNBSBKZ3DZ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0
tRF-28-Y9PYKHM26RDY,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-28-YUVIJIRPF8Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-Z2N7D9BKZ4DZ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tRF-28-Z3R9512R12DM,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1
tRF-28-Z3R9D8VBY9DV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
tRF-28-Z3RZ18VBY9DV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-28-ZDXPHO53KY0E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tRF-28-ZJ47D112Z4DZ,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0
tRF-28-ZPQR16ZSIJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-ZRS3S3RX8H0Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
tRF-28-ZUNF56FK87DZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tRF-29-04SXQ3V2Y72E,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-08R959KUMKEV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-29-0VL8K87SIR1Z,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tRF-29-184KISQIY51V,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tRF-29-18V0JZOYJEFS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tRF-29-18YKISQI451V,18,9,3,5,10,9,7,12,9,2,8,26,4,16,20,23,7,16,4,4,5,12,3,14
tRF-29-1E6SF8WO6VJ8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2,2,0,0,2,0,0,0
tRF-29-1HPSR9O93324,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,1,0,2,0,0,0
tRF-29-1SS2P46INOJJ,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,2,1,1,2,0,0,1
tRF-29-1SS2P4FINOJ5,4,0,2,0,0,4,0,1,0,0,1,6,0,2,0,7,4,0,2,2,2,9,0,0
tRF-29-2QR7F8YKIRJZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-29-2VR008R9591K,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tRF-29-2VR008R9D91K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tRF-29-32VIJMRPFQFX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-29-34HWH3RXSIHM,108,68,34,37,109,40,79,66,38,29,58,105,28,38,54,120,43,53,53,39,65,40,41,45
tRF-29-34QX78YBQ1KD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-29-387SDRJH71J2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tRF-29-389MV47P59I8,19,6,4,4,14,6,11,17,5,9,5,4,3,1,9,16,9,5,5,4,22,4,14,10
tRF-29-389MV4QP59I8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
tRF-29-395P4PN3FJIS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-29-3IRW18V6XOIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-29-3JVIJMRPFQHX,106,46,48,39,90,49,59,93,24,25,56,113,25,50,81,169,50,66,50,33,67,52,45,61
tRF-29-3JVIJMRPFQIX,6,8,7,5,7,3,11,11,2,3,4,12,1,5,3,13,5,2,7,1,1,3,3,3
tRF-29-3W2VR008R9IE,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-43RX6NMH49EK,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
tRF-29-4JRX6N38Z9EJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
tRF-29-4YO9XEKJ5RHZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1
tRF-29-5DMKYUYRLHIX,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
tRF-29-623K76IR3DIY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tRF-29-623K7SIR3DIY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
tRF-29-66XMSL73VLH3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-67M8LOMLQHJP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tRF-29-6998LO9EFVFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-29-69M8LO9EFVFP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tRF-29-6LQ6S8V0J6HW,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tRF-29-6QR47673FEJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-6RJ89O9NF5JP,0,2,7,2,77,4,12,1,3,0,1,0,13,2,3,6,0,0,3,1,1,5,0,0
tRF-29-6RVP4PRNFJEP,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-29-6XQ6S8V0J8HW,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,2,1,0
tRF-29-6XQ6S8V0JUHV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-29-6XQ6S8V0JUHW,1,0,1,1,2,0,1,0,1,2,0,2,0,2,1,0,0,0,0,1,0,0,0,0
tRF-29-7343RX6NMHH3,7,2,0,2,1,2,1,2,0,1,0,1,0,0,0,2,1,0,0,1,6,2,3,4
tRF-29-73V2Y8L981IK,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
tRF-29-79MP909NH525,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-79MP9P9MH525,0,0,3,0,14,0,1,1,0,4,0,0,1,0,1,0,0,2,2,2,3,1,0,0
tRF-29-79MP9P9NH52Q,20,9,55,13,401,20,48,8,25,45,9,8,71,26,24,21,30,30,13,26,52,24,12,22
tRF-29-7EMQ18Y3E7IN,0,1,2,0,4,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,1,2,0
tRF-29-7JL3R7DJQ8FQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
tRF-29-7JL3RX1HI2HM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tRF-29-7RI3SERXPIH4,4,0,1,0,2,0,0,1,0,1,1,1,0,0,2,3,0,0,2,1,0,2,1,2
tRF-29-81JJ6RRNLI1K,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-83ML5FX24ZED,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2
tRF-29-86J8WPMN1EJ3,215,116,481,146,6060,193,879,125,371,157,136,95,1091,214,130,187,155,174,108,74,204,155,101,165
tRF-29-86V8WPMN1EJ3,142,56,319,109,3620,100,543,81,245,102,83,67,699,126,75,117,93,107,76,46,141,123,59,83
tRF-29-87R95RM3Y8FV,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,2,0,0,2,0,0,0
tRF-29-897PVP941Q1J,1,0,6,0,10,0,1,0,0,0,1,0,3,2,0,2,0,1,0,0,0,0,0,0
tRF-29-897PVP9N1Q1J,1,0,3,0,3,3,2,0,0,0,0,2,2,0,1,0,0,0,0,0,3,0,0,0
tRF-29-8J4S5IR2Z42E,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-29-8PR9DM3WWK1V,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
tRF-29-9154SX1HK2H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
tRF-29-93R918VBY9I3,0,0,2,0,3,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-941QKS3W2VIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-944EBV2KWH2E,1,2,0,0,0,1,1,0,2,0,1,0,0,1,0,2,0,0,2,0,4,2,0,4
tRF-29-94SX73V2Y81W,7,1,3,9,9,10,5,3,3,3,3,7,1,7,1,12,9,3,1,2,6,2,5,8
tRF-29-94SX7JV2Y81W,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-29-94U47P299DKP,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-9DXXH6Z44YFU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
tRF-29-9EDJSYE96ME6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tRF-29-9IN4QFI2VH1E,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
tRF-29-9LQ4PUQ340IM,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-9MV47P596VJ5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
tRF-29-9MVH7P59N3K5,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0
tRF-29-9MZLB6R3LU25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-9N1EWJQ72S1M,8,0,3,1,0,3,0,7,3,1,0,2,0,2,5,4,0,1,6,4,6,4,3,4
tRF-29-9NF5W8E7OMF9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-29-9O9NF5W8E7H7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-29-D89NJ4S2I71V,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
tRF-29-D8YJE76INBJ2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-29-E89NJ4S2I71V,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
tRF-29-F1R3WE8RO8IS,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-F8YKIR9NY51H,3,0,0,0,0,2,1,1,0,1,0,1,0,1,1,2,0,1,0,2,0,2,0,5
tRF-29-FP18LPMBQ4H4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-FSXMSL73VLH3,3,0,5,0,41,1,7,3,2,3,1,0,5,1,1,3,0,3,0,2,4,1,2,0
tRF-29-H4SXQ3V2Y72E,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tRF-29-HENBRRX3WB15,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0
tRF-29-HR94SX73V2KK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-I34JRX6N38KQ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0
tRF-29-I3SERXPIN2H3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
tRF-29-I3VF4YO9XE1H,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tRF-29-I3VF4YOZXE1H,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
tRF-29-I7L7P5QK111Y,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-IJLJR7DJQV25,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tRF-29-IK9NJ4S2I71V,12,8,5,3,16,6,9,14,1,3,10,7,6,5,9,27,11,2,3,5,3,8,8,3
tRF-29-IYEVFMD0SRJZ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-J09HJHOJ7II9,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
