,miR,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,001_FMS_1053,002_FMS_1078,003_FMS_1090,004_FMS_1096,005_FMS_1207,006_FMS_1209,007_FMS_1210,008_FMS_1212,009_FMS_1213,010_FMS_1214,011_SFN_122_,012_SFN_189_,013_SFN_204_,014_SFN_235_,015_FMS_1067,016_FMS_1098,017_FMS_1145,018_FMS_1154,019_FMS_1155,020_FMS_1162,021_FMS_1164,022_FMS_1166,023_FMS_1171,024_FMS_1169,025_FMS_1172,026_FMS_1173,027_FMS_1174,028_FMS_1175,029_FMS_1181,030_FMS_1182,031_FMS_1184,032_FMS_1185,033_FMS_1188,034_FMS_1193,035_FMS_1194,036_FMS_1195,037_FMS_1196,038_FMS_1197,039_FMS_1201,040_FMS_1202,041_FMS_1203,042_FMS_1204,043_FMS_1205,044_FMS_1215,045_FMS_1216,046_FMS_1217,,,,,,,,
88,miR-2277-5p,14.11456465,-0.359397303,0.154051375,-2.332970433,0.019649697,0.11120433,12.59461865,15.78374113,10.32598668,7.902156384,24.98170384,19.76806618,19.52529061,26.99842162,16.58666528,16.39169429,12.2325978,15.11839085,20.32905698,18.24975182,11.89983956,10.08567281,10.59105516,10.68368955,13.8237898,8.151948196,9.995596833,7.975410761,15.45486281,11.57567485,18.64090645,18.54909861,9.73386583,12.80228444,11.48278373,13.52014715,12.5431043,13.82203823,9.368079467,18.16670317,9.491212959,16.69129082,11.87327231,8.922870818,12.42633659,15.71755547,17.32501989,9.455152518,16.95191146,15.30317213,20.99663819,8.460846721,,,,,,,,
89,miR-323a-3p,10.32213886,-1.260169544,0.538048132,-2.342113037,0.019174907,0.11120433,6.297309326,39.08354945,44.12012489,2.370646915,4.996340768,1.976806618,2.78932723,18.47260426,1.105777685,0,1.881938123,38.24063567,41.85394083,39.92133211,4.899933935,28.57607296,0.706070344,1.780614925,11.05903184,3.260779278,4.442487481,0.797541076,1.030324187,2.893918712,20.33553431,4.637274653,4.866932915,14.22476049,0,6.36242219,1.045258692,5.92373067,2.676594134,6.055567724,3.796485184,3.338258165,3.653314558,0,50.59294184,3.143511093,1.082813743,0,8.475955731,14.2100884,7.498799352,10.34103488,,,,,,,,
90,miR-33b-3p,15.9247636,-0.654775066,0.280578276,-2.333662731,0.019613389,0.11120433,3.935818329,12.02570752,24.4068776,25.28690043,53.29430153,8.895629781,6.973318076,42.62908676,32.06755287,46.83341227,14.11453592,6.22521976,7.772874726,15.96853284,4.899933935,15.12850921,4.236422066,5.341844775,8.294273882,15.48870157,5.553109352,8.772951837,12.36389024,21.70439034,5.083883579,15.76673382,14.60079875,10.66857037,15.3103783,3.181211095,14.63362169,22.70763424,14.72126773,18.16670317,12.33857685,8.902021773,20.09323007,12.26894738,15.97671847,36.67429609,7.5796962,22.45598723,13.31935901,16.39625585,13.49783883,15.98159936,,,,,,,,
91,miR-574-5p,176.8059276,-0.451973036,0.193237865,-2.338946544,0.0193382,0.11120433,162.1557151,297.6362612,335.125204,113.7910519,224.8353346,171.9821758,139.4663615,251.5116119,197.9342056,218.9462023,186.3118742,233.8903996,295.3692396,215.5751934,179.8975745,173.1373832,110.8530441,71.224597,122.5709363,88.85623533,155.4870619,94.90738805,88.60788009,95.4993175,114.3873805,181.7811664,147.2247207,108.8194177,59.32771593,301.4197512,240.4094992,237.9365153,159.2573509,117.0743093,113.8945555,182.4914463,125.1260236,161.7270336,280.4801688,213.7587544,486.1833706,147.7367581,119.8742311,172.7072283,155.9750265,79.90799681,,,,,,,,
92,miR-214-5p,51.44401734,-2.483573068,1.070341851,-2.320355002,0.020321681,0.113757236,110.2029132,645.6301727,550.093472,5.531509469,0,0,0,0,0,1.170835307,21.64228842,64.92014893,281.019317,0,29.39960361,189.1063651,0,5.341844775,68.19736303,16.30389639,22.21243741,0.797541076,2.060648374,0,107.6088691,0,0,114.5093219,6.698290508,0,0,23.69492268,29.44253547,10.09261287,1.898242592,2.225505443,3.653314558,1.115358852,0,13.6218814,11.91095117,0,0,0,0,26.32263424,,,,,,,,
93,miR-548o-2-3p,220.1096616,-0.345968125,0.150538866,-2.29819803,0.021550521,0.118069343,207.8112078,306.6555419,220.6006245,245.7570635,298.1149992,310.358639,277.5380594,292.7197291,353.8488592,326.6630506,202.3083483,174.3061533,132.1388703,270.3244488,159.5978482,165.5731286,107.3226923,131.7655044,199.9841591,168.7453277,139.9383557,113.2508328,150.4273313,247.4300499,173.6993556,289.3659384,187.3769172,129.4453204,153.103783,124.0672327,177.6939776,244.8475344,293.0870576,117.0743093,262.906599,180.2659409,231.0721458,230.8792824,246.7515409,217.9501025,205.7346112,325.0208678,347.514185,413.1856474,176.2217848,194.5994746,,,,,,,,
94,miR-548o-3p,220.1096616,-0.345968125,0.150538866,-2.29819803,0.021550521,0.118069343,207.8112078,306.6555419,220.6006245,245.7570635,298.1149992,310.358639,277.5380594,292.7197291,353.8488592,326.6630506,202.3083483,174.3061533,132.1388703,270.3244488,159.5978482,165.5731286,107.3226923,131.7655044,199.9841591,168.7453277,139.9383557,113.2508328,150.4273313,247.4300499,173.6993556,289.3659384,187.3769172,129.4453204,153.103783,124.0672327,177.6939776,244.8475344,293.0870576,117.0743093,262.906599,180.2659409,231.0721458,230.8792824,246.7515409,217.9501025,205.7346112,325.0208678,347.514185,413.1856474,176.2217848,194.5994746,,,,,,,,
95,miR-4443,44.36512039,0.849055526,0.373941873,2.270554831,0.02317394,0.125627151,28.33789197,11.2741008,9.387260615,11.85323458,33.30893846,95.87512097,55.78654461,26.99842162,32.06755287,30.44171797,15.05550499,15.11839085,13.15409569,20.5309708,25.8996508,15.12850921,49.4249241,18.69645671,45.15771336,26.08623423,112.1728089,58.22049855,29.87940142,91.15843943,30.50330147,69.5591198,23.11793135,8.534856293,26.79316203,5.567119416,24.04094992,143.1568245,70.92974454,96.88908358,120.5384046,26.70606532,10.04661503,65.80617229,15.089123,20.95674062,3.248441229,100.4609955,71.44019831,196.7550702,10.49831909,29.14291649,,,,,,,,
96,miR-151b,33.86276135,0.345363605,0.152486236,2.264883799,0.023519811,0.125963968,36.20952862,42.08997633,34.73286428,24.49668479,11.65812846,24.71008272,26.49860869,17.05163471,17.69244296,18.73336491,26.34713373,40.01926989,44.24559459,28.51523722,40.59945261,27.73560022,71.31310477,36.50260596,27.64757961,43.20532544,49.97798417,42.26967703,57.69815448,36.1739839,29.65598754,41.73547188,51.10279561,36.27313925,48.80183084,34.99332204,30.31250207,22.70763424,33.45742667,26.24079347,38.91397313,18.91679627,21.91988735,31.23004786,30.17824601,39.81780718,31.40159854,28.36545755,36.32552456,40.44409776,27.7455576,31.02310465,,,,,,,,
97,miR-19b-1-3p,327.3068486,0.33306768,0.147274107,2.261549481,0.023725252,0.125963968,347.1391766,308.910362,339.8188343,379.3035064,151.55567,322.2194787,258.0127688,183.3050731,193.5110949,238.8504026,213.599977,287.2494261,291.1838455,364.9950364,417.8943656,316.017748,515.4313513,489.6691044,414.7136941,573.0819582,365.3945953,429.87464,288.4907724,315.4371396,363.4976759,443.3234569,369.8869015,391.1809134,590.4064633,228.2518961,247.72631,309.0212833,364.0168022,86.79647071,473.6115267,225.8888025,383.5980286,339.0690911,273.379405,271.3897911,247.9643471,291.927834,234.9050588,371.6484659,268.4570168,274.5074714,,,,,,,,
98,miR-5701-1,11.43217534,0.79473732,0.354282279,2.243231926,0.024881863,0.129435952,12.59461865,4.509640322,11.26471274,7.111940745,4.996340768,7.907226472,2.78932723,2.841939118,11.05777685,8.195847147,4.704845308,2.667951326,10.16452849,13.68731387,13.29982068,13.44756374,9.88498482,8.903074625,5.529515921,12.22792229,76.63290905,9.570492913,15.45486281,20.25743098,18.64090645,18.54909861,8.517132601,9.957332342,8.612087796,20.67787212,218.4590666,15.79661512,5.353188267,30.27783862,26.57539629,10.01477449,7.306629115,14.49966508,2.662786412,1.047837031,4.331254972,2.363788129,2.421701637,12.02392096,1.49975987,5.640564481,,,,,,,,
99,miR-5701-2,11.43217534,0.79473732,0.354282279,2.243231926,0.024881863,0.129435952,12.59461865,4.509640322,11.26471274,7.111940745,4.996340768,7.907226472,2.78932723,2.841939118,11.05777685,8.195847147,4.704845308,2.667951326,10.16452849,13.68731387,13.29982068,13.44756374,9.88498482,8.903074625,5.529515921,12.22792229,76.63290905,9.570492913,15.45486281,20.25743098,18.64090645,18.54909861,8.517132601,9.957332342,8.612087796,20.67787212,218.4590666,15.79661512,5.353188267,30.27783862,26.57539629,10.01477449,7.306629115,14.49966508,2.662786412,1.047837031,4.331254972,2.363788129,2.421701637,12.02392096,1.49975987,5.640564481,,,,,,,,
100,miR-29b-1-5p,37.37668309,-0.56457597,0.254423121,-2.219043486,0.026483766,0.134295635,33.84803763,21.79659489,76.03681098,30.02819426,88.26868691,73.14184486,19.52529061,83.83720397,48.65421814,83.12930677,47.98942214,25.79019615,26.90610482,18.24975182,31.4995753,48.74741857,16.23961792,32.94137611,20.27489171,29.3470135,12.21684057,31.10410197,42.24329167,37.62094326,11.01508109,16.69418875,9.73386583,28.44952098,20.09487152,23.85908321,29.26724338,36.52967247,34.79572374,18.16670317,21.82978981,36.72083981,15.52658687,11.15358852,41.71698713,62.87022187,31.40159854,57.91280917,119.8742311,29.51326053,51.74171553,31.02310465,,,,,,,,
101,miR-641,82.59236408,-0.388872559,0.17537621,-2.21736208,0.026598359,0.134295635,72.41905725,88.68959299,76.03681098,67.9585449,93.26502768,224.3675511,100.4157803,103.7307778,108.3662131,161.5752723,73.39558681,85.37444243,43.64768115,84.40510217,55.29925441,48.74741857,43.77636135,73.89551938,93.08018467,54.61805291,46.64611856,43.06721811,53.57685773,76.68884587,51.68614972,116.8593213,71.7872605,61.87770813,45.93113491,40.56044146,73.16810844,119.4619018,91.00420054,82.75942556,133.8261027,45.62286159,73.06629115,70.2676077,74.55801955,92.20965874,72.54852078,159.5556987,113.819977,91.81903275,70.48871391,73.32733825,,,,,,,,
102,miR-671-5p,52.08374619,-0.550076195,0.247997686,-2.218069867,0.026550069,0.134295635,22.04058264,62.38335778,91.05642797,60.84660415,58.2906423,80.06066802,34.86659038,99.46786911,47.54844046,71.42095371,79.98237024,34.68336724,53.2142962,141.4355766,28.69961305,73.12112786,9.178914476,44.51537312,27.64757961,17.93428603,39.98238733,17.54590367,39.15231911,17.36351227,39.8237547,43.59038174,47.45259592,71.83504047,10.52588508,74.75846073,79.43966059,71.08476804,37.47231787,10.09261287,26.57539629,33.38258165,52.97306109,16.73038278,78.9959969,64.96589593,87.70791318,57.91280917,72.65104912,41.53718148,63.73979449,60.16602113,,,,,,,,
103,miR-19b-2-3p,329.4563968,0.323777583,0.146437388,2.211030856,0.0270337,0.135168502,347.9263403,312.6683956,343.5737385,380.8839377,156.5520107,324.1962853,260.802096,186.1470122,196.8284279,244.7045791,218.3048223,289.9173774,294.1734127,367.2762554,417.8943656,319.3796389,516.843492,490.5594118,421.164796,573.0819582,368.726461,429.87464,288.4907724,316.884099,366.8869316,447.9607315,371.1036348,391.8921515,591.363362,229.0471988,247.72631,310.0085717,364.0168022,86.79647071,475.5097693,227.0015552,386.3380145,337.9537323,275.1545959,272.4376281,251.2127884,293.1097281,234.9050588,379.300052,269.2068967,279.2079418,,,,,,,,
104,miR-34a-5p,709.5985239,0.450456954,0.204206555,2.205888808,0.027391786,0.135642018,768.2717378,664.4203407,760.3681098,791.7960696,194.85729,483.3292181,630.3879541,277.089064,410.2435211,135.8168956,540.1162414,650.0908064,884.9118919,722.0058064,1140.284626,630.3545505,1427.674236,1108.432791,683.8168022,1196.705995,1647.052234,1250.544407,928.3220925,451.4513191,710.0490731,552.7631387,716.6558717,1115.93246,1182.726724,659.3059994,641.7888369,443.2925118,679.8549099,266.4449798,859.9038941,649.8475894,899.6287098,757.3286607,552.9719783,528.1098637,645.3569908,336.8398084,449.2256537,442.6989079,521.9164349,650.5451035,,,,,,,,
105,miR-130b-3p,25.60748433,-0.348133346,0.158203889,-2.200535952,0.027768892,0.135703766,38.57101962,39.08354945,27.22305578,18.17495968,24.98170384,36.57092243,32.07726315,36.94520853,34.27910824,32.78338859,27.28810279,24.90087904,17.93740321,30.7964562,20.99971687,15.12850921,27.53674343,9.793382087,20.27489171,31.79259796,21.10181554,15.95082152,20.60648374,26.04526841,16.09896467,27.82364792,24.33466458,27.02704493,24.87936474,20.67787212,9.407328228,38.50424936,18.73615893,22.20374832,23.7280324,11.12752722,16.43991551,17.84574164,24.85267318,37.72213312,32.48441229,34.27492788,50.85573439,20.76859074,24.74603786,22.56225792,,,,,,,,
106,miR-31-5p,9125.199372,0.219570346,0.099884134,2.198250489,0.02793126,0.135703766,10178.81336,8343.586202,7366.183405,9368.796608,5899.013001,8599.108788,11061.07713,5754.926713,6734.186102,5926.768322,7634.081997,10199.57792,6620.097613,10954.41353,8444.686143,8450.112867,10221.78037,10571.51081,10238.82031,9376.370815,10565.34585,9462.027326,8780.422722,8170.979483,9823.757702,9319.067143,10212.04199,10561.17342,10418.71244,17806.8291,11682.8564,9068.244368,7349.927491,10373.18751,8581.954758,12893.46579,8803.574755,9056.713881,8840.450889,6088.980988,10275.90242,7990.785772,8185.351535,7215.445657,8994.809823,7293.249874,,,,,,,,
107,miR-543,138.3579335,-1.035824484,0.475891897,-2.176596177,0.029510711,0.142037533,39.35818329,659.1590937,474.9953871,22.12603787,66.61787691,71.16503824,158.9916521,258.6164597,30.96177518,32.78338859,62.10395807,393.078162,185.3531665,554.3362116,46.19937711,247.0989838,12.00319585,21.3673791,303.2017897,15.48870157,14.43808431,10.36803399,12.36389024,18.81047163,149.1272516,49.15511133,68.13706081,293.7413041,4.78449322,70.78194686,83.62069536,58.25001826,36.1340208,92.85203843,73.08233979,63.42690513,12.78660095,41.26827754,655.0454574,61.82238484,81.21103072,49.63955072,93.23551304,429.5819032,53.2414754,132.5532653,,,,,,,,
108,miR-192-5p,1773.891406,0.392561066,0.182739391,2.148201671,0.031697738,0.151151251,3543.810823,1092.836171,1740.398118,1905.209904,999.2681537,1004.217762,1542.497958,1035.886808,1401.020327,1009.260034,1057.649225,1529.625427,1460.702535,1073.313529,2882.561135,2417.199583,2469.834064,2779.539898,1667.14905,6076.462185,1476.016466,2158.943693,2466.596104,2394.717734,2103.880488,1699.097433,1883.503038,1924.610094,2987.437566,951.1821174,1310.7544,1386.152977,1734.432999,1120.280029,1882.10753,1530.034992,1401.046133,1457.77402,1481.396841,1392.575414,996.1886435,1544.735543,1215.694222,1364.168487,1729.223131,1318.0119,,,,,,,,
109,let-7b-3p,234.5001881,0.240544133,0.112239448,2.143133595,0.032102373,0.151676347,207.0240441,176.6275793,172.7255953,220.4701631,266.4715076,233.2631809,239.8821418,211.7244643,169.1839858,221.287873,229.596451,201.8749837,220.6300595,142.5761861,237.2968006,203.3944016,299.373826,297.3626925,187.0819553,242.9280562,380.9433015,310.2434786,263.7629919,257.5587654,232.1640168,179.9262566,260.380911,192.0342666,395.19914,190.8726657,174.5582016,267.5551686,247.5849574,438.0193987,210.7049277,231.4525661,248.4253899,259.8786126,151.7788255,250.4330504,171.0845714,241.1063892,162.2540097,289.6671867,177.7215446,220.9221088,,,,,,,,
110,miR-135b-5p,4288.608797,0.344191223,0.161606555,2.12980979,0.03318732,0.153399625,2514.200748,3113.155035,4588.492989,4964.924856,1993.539967,3631.393757,4511.736795,2166.978577,3064.109965,3149.546975,3934.191647,3887.205082,3811.10027,5231.975725,4330.141618,3477.876173,1970.642331,6041.62644,6379.218201,4243.904231,3419.604739,3990.895545,2047.25416,2684.109605,3923.910809,6205.600941,6524.123573,4142.961492,5170.123373,5309.441317,5254.515445,5704.552635,4745.601399,948.70561,6483.447572,4281.872473,4379.410826,5244.417324,4801.891497,4359.00205,4162.336028,6525.237131,3523.575883,6330.047841,6331.986173,3775.417826,,,,,,,,
111,miR-329-1,14.49104675,-1.132869115,0.532434538,-2.127715306,0.033360695,0.153399625,17.31760065,75.91227875,65.7108243,0.790215638,0,3.953613236,5.578654461,11.36775647,0,0,1.881938123,43.57653832,68.76004565,30.7964562,11.89983956,25.21418202,0.706070344,1.780614925,33.17709553,5.706363737,6.663731222,1.595082152,3.090972561,0,30.50330147,2.782364792,3.650199686,36.27313925,1.913797288,7.953027737,7.316810844,5.92373067,9.368079467,16.1481806,9.491212959,7.789269051,5.479971837,7.807511966,22.18988677,4.191348125,10.82813743,3.545682194,4.843403275,38.25793031,0.749879935,14.1014112,,,,,,,,
112,miR-329-2,14.49104675,-1.132869115,0.532434538,-2.127715306,0.033360695,0.153399625,17.31760065,75.91227875,65.7108243,0.790215638,0,3.953613236,5.578654461,11.36775647,0,0,1.881938123,43.57653832,68.76004565,30.7964562,11.89983956,25.21418202,0.706070344,1.780614925,33.17709553,5.706363737,6.663731222,1.595082152,3.090972561,0,30.50330147,2.782364792,3.650199686,36.27313925,1.913797288,7.953027737,7.316810844,5.92373067,9.368079467,16.1481806,9.491212959,7.789269051,5.479971837,7.807511966,22.18988677,4.191348125,10.82813743,3.545682194,4.843403275,38.25793031,0.749879935,14.1014112,,,,,,,,
113,miR-3179-1,11.59894275,-0.488900949,0.232999921,-2.098288042,0.035879708,0.155277729,14.16894598,10.52249408,13.14216486,6.321725107,34.97438538,16.80285625,26.49860869,17.05163471,13.26933222,10.53751776,8.468721555,15.11839085,16.74157633,2.281218978,16.79977349,10.08567281,10.59105516,3.56122985,9.215859868,8.151948196,4.442487481,6.380328609,10.30324187,18.81047163,5.931197508,8.347094376,6.083666144,6.40114222,5.741391864,23.06378044,15.67888038,6.911019115,4.0148912,14.12965802,8.542091663,6.67651633,15.52658687,6.692153114,10.65114565,13.6218814,22.7390886,7.091364388,8.475955731,7.651586063,14.9975987,10.34103488,,,,,,,,
114,miR-3179-2,11.59894275,-0.488900949,0.232999921,-2.098288042,0.035879708,0.155277729,14.16894598,10.52249408,13.14216486,6.321725107,34.97438538,16.80285625,26.49860869,17.05163471,13.26933222,10.53751776,8.468721555,15.11839085,16.74157633,2.281218978,16.79977349,10.08567281,10.59105516,3.56122985,9.215859868,8.151948196,4.442487481,6.380328609,10.30324187,18.81047163,5.931197508,8.347094376,6.083666144,6.40114222,5.741391864,23.06378044,15.67888038,6.911019115,4.0148912,14.12965802,8.542091663,6.67651633,15.52658687,6.692153114,10.65114565,13.6218814,22.7390886,7.091364388,8.475955731,7.651586063,14.9975987,10.34103488,,,,,,,,
115,miR-3179-3,11.59894275,-0.488900949,0.232999921,-2.098288042,0.035879708,0.155277729,14.16894598,10.52249408,13.14216486,6.321725107,34.97438538,16.80285625,26.49860869,17.05163471,13.26933222,10.53751776,8.468721555,15.11839085,16.74157633,2.281218978,16.79977349,10.08567281,10.59105516,3.56122985,9.215859868,8.151948196,4.442487481,6.380328609,10.30324187,18.81047163,5.931197508,8.347094376,6.083666144,6.40114222,5.741391864,23.06378044,15.67888038,6.911019115,4.0148912,14.12965802,8.542091663,6.67651633,15.52658687,6.692153114,10.65114565,13.6218814,22.7390886,7.091364388,8.475955731,7.651586063,14.9975987,10.34103488,,,,,,,,
116,miR-365a-3p,682.3859086,0.365679305,0.173807138,2.103937205,0.035383925,0.155277729,514.0178737,344.2358779,455.2821398,380.0937221,621.2117022,489.2596379,631.7826177,525.7587367,519.715512,422.6715457,673.7338481,826.1755939,911.8179967,638.7413137,512.3930915,620.2688777,834.5751469,589.3835402,555.7163501,519.2791001,620.8376255,727.3574614,857.2297236,674.2830599,643.1112727,525.8669457,545.0964865,487.9092848,483.2338152,1926.223318,769.3103973,587.4366248,420.225279,1643.077376,444.1887665,1078.257387,657.5966204,711.5989478,626.6424024,609.8411521,1546.258025,464.4843674,711.9802814,384.7654706,962.0959569,694.7295252,,,,,,,,
117,miR-365b-3p,682.3859086,0.365679305,0.173807138,2.103937205,0.035383925,0.155277729,514.0178737,344.2358779,455.2821398,380.0937221,621.2117022,489.2596379,631.7826177,525.7587367,519.715512,422.6715457,673.7338481,826.1755939,911.8179967,638.7413137,512.3930915,620.2688777,834.5751469,589.3835402,555.7163501,519.2791001,620.8376255,727.3574614,857.2297236,674.2830599,643.1112727,525.8669457,545.0964865,487.9092848,483.2338152,1926.223318,769.3103973,587.4366248,420.225279,1643.077376,444.1887665,1078.257387,657.5966204,711.5989478,626.6424024,609.8411521,1546.258025,464.4843674,711.9802814,384.7654706,962.0959569,694.7295252,,,,,,,,
118,miR-3687,9.704167416,-0.708681994,0.336236099,-2.107691576,0.035057676,0.155277729,12.59461865,6.012853762,10.32598668,4.74129383,38.30527922,7.907226472,11.15730892,24.1564825,21.00977602,32.78338859,8.468721555,4.446585543,4.783307524,2.281218978,9.099877309,5.883309138,10.59105516,4.451537312,7.372687895,6.521558557,1.11062187,3.190164304,7.212269309,8.681756136,4.236569649,4.637274653,3.650199686,7.112380244,0,10.33893606,4.181034768,5.92373067,1.338297067,4.037045149,1.898242592,18.91679627,10.95994367,12.26894738,15.97671847,18.86106656,17.32501989,17.72841097,10.89765737,2.186167447,14.24771877,6.580658561,,,,,,,,
119,miR-576-5p,141.4245266,0.227422683,0.107626764,2.113068118,0.034594938,0.155277729,104.6927675,154.0793777,135.1765529,120.9029927,108.25405,129.4808335,114.3624164,99.46786911,120.5297677,154.5502605,135.4995449,103.1607846,132.7367838,155.1228905,124.5983201,147.0827284,191.3450633,137.9976567,127.1788662,156.5174054,131.0533807,122.0237846,145.2757104,162.0594479,117.7766362,258.7599257,197.1107831,141.5363669,165.5434654,114.5235994,119.1594909,185.6102277,153.9041627,98.90760615,157.5541351,103.4860031,135.1726386,216.3796173,153.5540164,176.0366212,190.5752188,131.1902412,92.02466222,172.7072283,95.23475177,115.6315719,,,,,,,,
120,miR-93-5p,1649.476409,-0.200597214,0.096350902,-2.081944322,0.037347556,0.16028326,1623.918642,1522.003609,1456.902847,1436.612031,2366.600077,2212.046605,1719.620238,2043.354225,2154.05493,1901.436538,1694.68528,1526.957475,1434.992257,2297.18751,1038.086004,1676.743104,1210.91064,1269.578441,1827.505012,1090.730669,1539.321912,1240.176373,1234.328376,1889.728919,1247.246105,1763.091823,1535.517335,1165.007884,1121.485211,2244.344427,1414.23501,2095.02608,1526.996953,1388.743531,1490.120435,1669.129082,1515.212213,1796.843111,1860.400107,1844.193175,1611.226849,1848.482317,1939.783012,1834.194488,1468.264913,2088.889046,,,,,,,,
121,miR-29a-3p,19151.62673,0.216064918,0.104664833,2.064350664,0.038984481,0.165925682,24210.79287,13462.77957,23742.25955,15019.62864,9288.197488,18847.8627,19240.77923,9445.184657,13421.92954,12979.88021,16598.69425,19133.65759,22230.42172,23405.30671,22653.79456,20139.40765,25865.47492,20935.57998,21100.63275,20833.11881,25859.71963,21760.11072,17631.93781,15741.47083,17641.07602,20639.58203,23215.27,21350.65426,22400.04036,18789.02803,17637.69517,19621.37056,20395.6473,12347.30259,21044.86649,22514.32582,19308.68077,27016.22212,15288.83198,18093.00202,16673.16601,17610.22156,16035.29739,21075.74727,22392.16475,16336.01483,,,,,,,,
122,let-7g-5p,49283.87157,0.252587702,0.126321635,1.999560101,0.045547786,0.189057244,66495.65066,41973.47729,44765.02969,50196.07778,22513.5115,37876.6032,44517.6626,25657.02635,28419.59228,24365.08273,48138.09526,55988.73721,68272.14829,49737.41737,62146.56209,55973.80314,76757.6132,63400.57502,43110.87088,64090.61671,66607.32543,73387.3372,71213.94716,48121.5273,60975.25233,42951.36529,45039.81393,47422.50652,49477.40128,65528.97204,58277.35311,42893.73378,41461.78143,27512.46269,48755.41185,55715.52877,43635.18908,48615.1463,41629.11518,37993.52291,45313.58951,41103.91178,48676.20291,39016.53042,48122.04508,53214.9655,,,,,,,,
123,miR-188-5p,11.59497533,-0.473543229,0.2371956,-1.996425011,0.045887681,0.189057244,15.74327331,9.770887363,20.65197335,26.07711607,11.65812846,15.81445294,12.55197254,24.1564825,9.951999165,16.39169429,8.468721555,9.782488195,8.968701607,13.68731387,8.399886747,10.92614554,8.472844131,4.451537312,11.05903184,24.45584459,11.1062187,11.96311614,3.090972561,4.340878068,10.16776716,9.274549307,8.517132601,17.06971259,6.698290508,5.567119416,13.588363,12.83474979,9.368079467,0,8.542091663,3.338258165,18.26657279,1.115358852,19.52710036,13.6218814,17.32501989,20.0921991,13.31935901,8.744669786,9.748439158,4.700470401,,,,,,,,
124,miR-509-3-5p,28.66509534,-0.865484214,0.432485233,-2.001187899,0.045372145,0.189057244,160.5813878,12.02570752,61.017194,25.28690043,24.98170384,43.48974559,15.34129977,15.63066515,0,1.170835307,80.9233393,64.92014893,41.85394083,37.64011313,50.39932048,54.63072771,86.84665235,59.65059999,14.74537579,22.82545495,3.331865611,18.34344475,9.272917684,10.12871549,13.55702288,1.854909861,18.25099843,12.09104642,2.870695932,32.60741372,21.95043253,0.987288445,30.78083254,12.11113545,3.796485184,34.49533437,11.87327231,10.03822967,8.875954708,25.14808875,23.82190234,8.273258453,8.475955731,50.28185127,11.24819903,60.16602113,,,,,,,,
125,miR-671-3p,141.7398888,-0.469404399,0.234166302,-2.00457707,0.04500828,0.189057244,17.31760065,135.2892096,110.7696753,87.71393586,351.4093007,208.5530982,163.175643,308.3503942,187.9822065,341.8839095,194.7805958,112.9432728,125.5618225,115.2015584,48.29934879,82.36632793,24.00639171,87.25013132,121.6493503,39.94454616,151.0445744,98.89509343,65.94074797,112.8628298,129.6390313,109.4396818,125.3235226,113.7980839,54.54322271,119.2954161,158.8793212,182.6483623,144.5360832,207.9078252,90.16652311,170.2511664,156.1791973,108.1898087,124.2633659,200.1368729,165.6705027,215.1047198,204.6337884,149.7524701,135.7282683,160.7560877,,,,,,,,
126,miR-3607-3p,6.780987912,0.77067174,0.390314462,1.974489329,0.04832613,0.197523466,22.04058264,2.254820161,3.754904246,3.160862553,4.996340768,5.930419854,0,0,2.21155537,1.170835307,1.881938123,3.557268434,5.381220964,5.703047444,9.099877309,15.12850921,12.00319585,6.232152237,5.529515921,8.967143015,32.20803424,17.54590367,3.090972561,4.340878068,5.083883579,4.637274653,8.517132601,4.978666171,8.612087796,4.771816642,22.99569122,3.94915378,5.353188267,8.074090298,2.847363888,2.225505443,0.913328639,7.807511966,9.763550179,8.382696249,6.496882457,9.455152518,6.054254094,2.186167447,0.749879935,1.88018816,,,,,,,,
127,miR-5010-3p,13.15619228,0.501227498,0.254562306,1.968977679,0.048955654,0.19852096,13.38178232,4.509640322,6.57108243,7.111940745,8.327234614,9.884033089,12.55197254,12.78872603,7.740443795,7.02501184,15.99647405,14.22907374,14.34992257,6.843656933,11.89983956,5.883309138,27.53674343,21.3673791,9.215859868,17.11909121,21.10181554,11.96311614,15.45486281,4.340878068,19.48822038,7.419639445,18.25099843,23.47085481,16.26727695,3.181211095,26.1314673,4.936442225,13.38297067,46.42601921,17.08418333,16.69129082,13.69992959,22.30717705,4.437977354,11.52620734,7.5796962,9.455152518,8.475955731,6.55850234,8.998559223,12.22122304,,,,,,,,
128,miR-125b-2-5p,6216.445983,-0.231824922,0.118260868,-1.960284292,0.049962571,0.200455991,6485.441442,11595.78848,12189.35791,3680.034228,6108.859313,7258.833901,7817.089563,5011.759634,6056.344381,6608.194471,4888.334275,5809.019353,8081.995975,5455.535185,5638.423979,6687.641544,6557.275287,5389.03107,6471.3768,5396.589706,7793.233664,6937.809821,6342.675696,6087.358011,5787.15414,5241.975268,6373.248652,7664.300951,3823.766981,5730.951787,5193.89044,6802.417386,5638.245542,9123.722037,6000.344833,6831.188958,6258.127837,6365.35297,4315.489179,5694.994264,2749.264093,5457.986791,5087.99514,4965.879355,5442.62857,5059.586339,,,,,,,,
