,miR,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,001_FMS_1053,002_FMS_1078,003_FMS_1090,004_FMS_1096,005_FMS_1207,006_FMS_1209,007_FMS_1210,008_FMS_1212,009_FMS_1213,010_FMS_1214,011_SFN_122_,012_SFN_189_,013_SFN_204_,014_SFN_235_,015_FMS_1067,016_FMS_1098,017_FMS_1145,018_FMS_1154,019_FMS_1155,020_FMS_1162,021_FMS_1164,022_FMS_1166,023_FMS_1171,024_FMS_1169,025_FMS_1172,026_FMS_1173,027_FMS_1174,028_FMS_1175,029_FMS_1181,030_FMS_1182,031_FMS_1184,032_FMS_1185,033_FMS_1188,034_FMS_1193,035_FMS_1194,036_FMS_1195,037_FMS_1196,038_FMS_1197,039_FMS_1201,040_FMS_1202,041_FMS_1203,042_FMS_1204,043_FMS_1205,044_FMS_1215,045_FMS_1216,046_FMS_1217,,,,,,,,
290,miR-26a-1-3p,15.02005949,-0.183119667,0.187363066,-0.977351996,0.328394919,0.581180012,7.871636657,16.53534785,23.46815154,18.17495968,18.31991615,20.75646949,9.762645306,11.36775647,11.05777685,16.39169429,25.40616466,13.33975663,12.55618225,23.95279926,9.799867871,12.60709101,8.472844131,12.46430447,11.05903184,8.967143015,22.21243741,16.7483626,14.42453862,10.12871549,12.70970895,17.62164368,29.20159749,12.09104642,23.9224661,6.36242219,8.362069536,22.70763424,13.38297067,6.055567724,16.13506203,11.12752722,9.133286394,6.692153114,14.20152753,16.7653925,8.662509943,16.54651691,24.21701637,17.48933957,17.24723851,24.44244608,,,,,,,,
291,miR-660-5p,190.0491166,0.145568948,0.1487197,0.978814159,0.327671812,0.581180012,380.2000506,139.79885,210.2746378,311.3449615,106.5886031,141.3416732,133.8877071,139.2550168,115.0008792,85.47097739,116.6801636,201.8749837,228.4029343,163.1071569,286.2961399,305.9320752,253.4792536,207.4416388,170.4934076,318.7411745,137.7171119,224.9065835,206.0648374,217.0439034,179.6305531,140.9731495,130.1904555,176.3870301,255.4919379,216.3223545,171.4224255,175.7373432,191.3764805,131.2039673,210.7049277,210.3102644,250.2520472,175.1113398,180.1818806,156.1277176,164.5876889,115.8256183,147.7237999,154.124805,199.4680628,207.7607917,,,,,,,,
292,miR-1226-3p,7.164371586,0.300592307,0.309276304,0.971921557,0.331089575,0.582916754,11.02029132,12.02570752,1.877452123,8.692372022,8.327234614,1.976806618,6.973318076,2.841939118,3.317333055,2.341670613,5.64581437,6.22521976,8.370788167,5.703047444,11.199849,9.245200074,21.88818067,14.2449194,7.372687895,7.336753376,12.21684057,10.36803399,13.39421443,7.23479678,8.473139298,2.782364792,6.083666144,0.711238024,3.827594576,6.36242219,9.407328228,6.911019115,12.0446736,12.11113545,6.643849071,10.01477449,7.306629115,3.346076557,9.763550179,5.239185156,0,3.545682194,0,2.186167447,4.499279611,8.460846721,,,,,,,,
293,miR-128-1,11568.93661,0.092414099,0.095490799,0.967780138,0.333154186,0.582916754,6071.393354,11878.39261,8200.710873,7703.022043,12952.18072,12469.69615,12037.34166,11720.15692,12576.00961,15303.98829,12803.76602,11931.07833,10297.86319,8899.035232,8978.778941,9157.790909,7207.566074,10839.49336,13261.62235,8766.60509,8894.97056,9952.515088,9618.076286,11979.37651,11388.74653,13891.41995,12765.96504,11571.84266,10953.61878,11151.73549,14106.81131,14589.16135,14143.1234,9618.260068,13375.96642,13339.67963,13541.01041,13897.3713,13530.50536,12904.11304,13074.97595,12519.80383,9921.711609,14946.82683,11917.09193,11519.91286,,,,,,,,
294,miR-26a-2-3p,21.34332605,0.297409613,0.307788029,0.966280638,0.333903772,0.582916754,19.67909164,49.60604354,28.16178184,27.65754734,4.996340768,16.80285625,4.183990846,5.683878235,5.528888425,5.854176533,15.99647405,16.89702506,25.1123645,29.65584671,32.19956586,19.33087288,30.3610248,44.51537312,19.35330572,38.31415652,16.65932806,41.47213596,26.78842886,10.12871549,27.96135968,21.33146341,21.90119812,26.3158069,73.68119558,11.92954161,14.63362169,40.47882625,21.41275307,0,19.93154721,10.01477449,8.219957755,14.49966508,6.213168296,7.334859218,11.91095117,34.27492788,7.265104912,32.7925117,11.24819903,23.502352,,,,,,,,
295,miR-3605-5p,9.446215069,-0.202630231,0.208898273,-0.969994761,0.332049104,0.582916754,9.445963989,7.516067203,15.95834305,7.902156384,9.992681537,4.942016545,6.973318076,12.78872603,18.79822065,9.366682453,10.35065968,10.6718053,8.968701607,11.40609489,2.799962249,7.564254606,5.648562754,4.451537312,9.215859868,6.521558557,4.442487481,7.975410761,8.242593496,8.681756136,8.473139298,6.492184515,14.60079875,7.823618269,4.78449322,13.52014715,7.316810844,13.82203823,5.353188267,14.12965802,5.694727775,6.67651633,7.306629115,17.84574164,12.42633659,6.287022187,17.32501989,14.18272878,8.475955731,5.465418616,16.49735857,9.400940802,,,,,,,,
296,miR-205-3p,49.78613325,0.124311735,0.130840408,0.950102017,0.342060418,0.595138903,42.50683795,43.59318977,57.26228975,60.84660415,28.31259769,50.40856876,40.44524484,38.36617809,48.65421814,40.97923573,60.22201995,47.13380676,47.2351618,46.76498904,43.39941486,51.26883677,50.83706479,48.07660297,50.68722928,37.4989617,39.98238733,77.36148438,58.72847866,46.30269939,29.65598754,52.86493105,55.96972852,51.20913776,104.3019522,48.5134692,38.6745716,57.26272981,77.62122987,24.22227089,39.86309443,40.05909798,39.2731315,39.03755983,39.94179619,68.10940702,47.64380469,62.64038543,46.01233111,71.05044201,34.49447702,64.86649153,,,,,,,,
297,miR-1306-3p,7.835914553,-0.284096663,0.303069272,-0.937398442,0.348553642,0.598947049,4.722981994,10.52249408,5.632356369,3.160862553,19.98536307,19.76806618,6.973318076,14.20969559,8.84622148,14.05002368,4.704845308,7.114536869,4.185394083,2.281218978,0.699990562,0.840472734,4.94249241,7.1224597,3.686343947,4.075974098,7.774353093,5.582787532,4.121296748,7.23479678,8.473139298,14.83927889,1.216733229,9.246094318,19.13797288,5.567119416,6.271552152,1.97457689,4.0148912,20.18522575,7.592970367,11.12752722,13.69992959,10.03822967,4.437977354,8.382696249,7.5796962,3.545682194,8.475955731,9.837753509,9.748439158,2.82028224,,,,,,,,
298,miR-3180-1-5p,30.04832559,-0.244711511,0.262408773,-0.93255842,0.35104801,0.598947049,6.297309326,18.79016801,16.89706911,17.38474404,38.30527922,32.6173092,52.99721738,35.52423897,80.72177101,43.32090635,48.93039121,33.79405013,5.979134405,42.20255109,12.59983012,5.883309138,4.236422066,17.80614925,26.72599362,14.67350675,37.76114359,31.10410197,31.9400498,18.81047163,10.16776716,19.47655354,49.88606238,23.47085481,21.05177017,46.92286365,39.71983029,27.64407646,41.48720907,16.1481806,25.62627499,17.80404355,25.5732019,32.34540672,42.6045826,52.39185156,54.14068715,35.45682194,31.48212129,42.63026521,21.74651812,29.14291649,,,,,,,,
299,miR-3180-2-5p,30.04832559,-0.244711511,0.262408773,-0.93255842,0.35104801,0.598947049,6.297309326,18.79016801,16.89706911,17.38474404,38.30527922,32.6173092,52.99721738,35.52423897,80.72177101,43.32090635,48.93039121,33.79405013,5.979134405,42.20255109,12.59983012,5.883309138,4.236422066,17.80614925,26.72599362,14.67350675,37.76114359,31.10410197,31.9400498,18.81047163,10.16776716,19.47655354,49.88606238,23.47085481,21.05177017,46.92286365,39.71983029,27.64407646,41.48720907,16.1481806,25.62627499,17.80404355,25.5732019,32.34540672,42.6045826,52.39185156,54.14068715,35.45682194,31.48212129,42.63026521,21.74651812,29.14291649,,,,,,,,
300,miR-3180-3-5p,30.04832559,-0.244711511,0.262408773,-0.93255842,0.35104801,0.598947049,6.297309326,18.79016801,16.89706911,17.38474404,38.30527922,32.6173092,52.99721738,35.52423897,80.72177101,43.32090635,48.93039121,33.79405013,5.979134405,42.20255109,12.59983012,5.883309138,4.236422066,17.80614925,26.72599362,14.67350675,37.76114359,31.10410197,31.9400498,18.81047163,10.16776716,19.47655354,49.88606238,23.47085481,21.05177017,46.92286365,39.71983029,27.64407646,41.48720907,16.1481806,25.62627499,17.80404355,25.5732019,32.34540672,42.6045826,52.39185156,54.14068715,35.45682194,31.48212129,42.63026521,21.74651812,29.14291649,,,,,,,,
301,miR-4755-5p,9.63909144,-0.248543738,0.263996603,-0.941465668,0.346466275,0.598947049,2.361490997,9.770887363,3.754904246,7.902156384,16.65446923,10.8724364,15.34129977,19.89357382,16.58666528,19.90420021,6.586783432,8.893171086,5.381220964,9.12487591,6.999905622,7.564254606,3.530351721,5.341844775,12.90220382,2.445584459,5.553109352,7.177869685,9.272917684,14.46959356,2.541941789,9.274549307,4.866932915,7.112380244,10.52588508,3.181211095,4.181034768,12.83474979,14.72126773,10.09261287,7.592970367,10.01477449,3.653314558,10.03822967,3.550381883,18.86106656,10.82813743,15.36462284,12.10850819,24.04784191,7.498799352,12.22122304,,,,,,,,
302,miR-581,6.944749328,-0.205213566,0.22013626,-0.932211561,0.351227202,0.598947049,3.935818329,10.52249408,3.754904246,6.321725107,11.65812846,8.895629781,8.367981691,7.104847794,7.740443795,9.366682453,8.468721555,8.003853977,8.968701607,5.703047444,9.799867871,5.883309138,4.94249241,6.232152237,5.529515921,3.260779278,3.331865611,3.98770538,5.151620935,2.893918712,7.625825368,4.637274653,3.650199686,6.40114222,5.741391864,15.1107527,10.45258692,4.936442225,8.029782401,2.018522575,3.796485184,5.563763608,12.78660095,16.73038278,6.213168296,7.334859218,6.496882457,4.727576259,6.054254094,8.744669786,5.999039482,6.580658561,,,,,,,,
303,miR-194-1-5p,329.7972757,0.268925206,0.289199415,0.929895404,0.352425243,0.599006601,1163.427898,214.959522,404.5909325,433.0381698,119.9121784,159.1329327,231.5141601,110.8356256,93.99110323,121.7668719,184.4299361,301.4784998,336.0273535,164.2477664,860.288401,438.7267671,821.8658807,612.5315342,278.318968,1234.204957,409.8194702,536.7451442,519.2833903,403.7016603,301.643759,221.6617284,277.4151762,371.9774868,502.3717881,183.7149407,206.961221,149.0805552,202.0828571,220.0189606,256.2627499,251.4821151,258.472005,259.8786126,171.3059259,184.4193175,129.9376491,144.1910759,147.7237999,150.8455538,246.7104987,177.6777812,,,,,,,,
304,miR-148a-3p,164873.319,0.142322139,0.153910843,0.924705081,0.355119336,0.599627731,133850.0969,204530.2271,151629.6045,163678.9456,117980.26,202328.1341,156453.3643,132715.7148,156236.4349,161343.4469,153935.9517,107200.0629,96284.99089,214777.9073,121519.0616,106587.9116,128288.7451,135830.6483,172590.9373,135213.9191,157547.2654,155443.9459,105809.1424,124107.1509,155702.4077,276082.9289,210760.0964,158564.1164,190882.1415,133896.3797,181453.7731,246523.9501,230094.753,39706.35756,201805.0173,108016.0194,189833.531,190031.4952,170482.2373,133786.7843,143259.5066,311912.4807,237185.0909,293632.8944,139493.4154,145183.4293,,,,,,,,
305,miR-195-5p,18.79083421,-0.313008862,0.337913001,-0.926300145,0.35429002,0.599627731,38.57101962,54.86729058,83.54661947,17.38474404,4.996340768,14.82604963,11.15730892,2.841939118,12.16355454,5.854176533,8.468721555,13.33975663,30.49358546,4.562437955,25.19966024,55.47120044,39.53993928,20.47707164,17.51013375,38.31415652,7.774353093,22.33115013,23.6974563,24.59830905,22.8774761,13.91182396,26.76813103,22.75961678,19.13797288,12.72484438,1.045258692,16.78390357,18.73615893,2.018522575,12.33857685,11.12752722,13.69992959,8.922870818,8.875954708,9.43053328,6.496882457,17.72841097,8.475955731,10.93083723,7.498799352,14.1014112,,,,,,,,
306,miR-664a-3p,77.66149681,0.265527797,0.28788478,0.92234052,0.356350985,0.599741037,118.0745499,78.91870563,65.7108243,53.73466341,23.31625692,31.62890589,58.57587184,18.47260426,44.2311074,25.75837675,63.98589619,127.1723465,157.8491483,83.26449268,133.6981974,68.91876419,218.1757364,97.93382087,54.37357322,84.78026124,105.5090777,80.55164868,133.9421443,49.1966181,58.46466115,35.24328737,59.61992821,60.45523208,65.06910779,256.8827959,87.80173013,38.50424936,29.44253547,119.0928319,40.81221572,182.4914463,31.05317374,76.95976081,36.3914143,49.24834046,151.593924,16.54651691,42.37977866,21.86167447,87.73595242,47.00470401,,,,,,,,
307,miR-1249,18.05919298,0.264448034,0.293145603,0.902104725,0.367001239,0.613559981,3.935818329,9.770887363,5.632356369,3.160862553,11.65812846,14.82604963,22.31461784,22.73551294,24.32710907,19.90420021,13.17356686,21.34361061,22.72071074,26.23401824,4.899933935,6.723781872,6.354633099,9.793382087,21.1964777,2.445584459,12.21684057,17.54590367,7.212269309,14.46959356,23.72479003,13.91182396,14.60079875,9.246094318,12.43968237,33.4027165,14.63362169,21.72034579,25.42764427,32.29636119,6.643849071,36.72083981,24.65987326,13.38430623,18.63950489,20.95674062,76.87977575,27.18356349,18.16276228,21.86167447,14.24771877,25.38254016,,,,,,,,
308,miR-378i,9.304758906,0.206675073,0.229646516,0.899970428,0.368135988,0.613559981,22.04058264,5.261247042,2.816178184,9.48258766,1.665446923,3.953613236,6.973318076,9.946786911,7.740443795,11.70835307,6.586783432,8.003853977,11.36035537,6.843656933,10.49985843,6.723781872,10.59105516,14.2449194,5.529515921,15.48870157,16.65932806,7.975410761,9.272917684,14.46959356,9.320453227,9.274549307,3.650199686,10.66857037,5.741391864,7.953027737,6.271552152,5.92373067,12.0446736,18.16670317,16.13506203,6.67651633,11.87327231,17.84574164,8.875954708,7.334859218,10.82813743,11.81894065,7.265104912,4.372334893,4.499279611,5.640564481,,,,,,,,
309,miR-92a-1-5p,271.690115,-0.243340143,0.269991461,-0.901288295,0.367435056,0.613559981,112.5644042,218.7175556,254.3947627,182.5398125,634.5352776,744.2676916,234.3034873,436.2376545,415.7724096,498.7758406,194.7805958,94.26761351,89.08910263,153.982281,95.89870702,191.6277833,59.30990892,202.9901014,281.083726,187.4948085,133.2746244,144.3549348,157.6396006,445.6634817,138.9594845,270.8168398,204.4111824,125.8891303,335.871424,82.71148847,154.6982864,671.3561426,366.6933963,520.7788242,224.9417471,162.4618974,223.7655167,229.7639236,259.1778775,266.1506059,153.7595515,561.3996807,552.1479733,396.7893915,147.7263472,283.9084122,,,,,,,,
310,miR-335-5p,23.40907032,0.224162433,0.250363872,0.895346565,0.370601856,0.615677276,44.86832895,25.55462849,18.77452123,45.04229139,14.98902231,14.82604963,19.52529061,19.89357382,16.58666528,18.73336491,16.93744311,13.33975663,5.979134405,18.24975182,46.19937711,29.41654569,33.89137653,6.232152237,19.35330572,26.08623423,5.553109352,34.29426627,20.60648374,39.06790261,25.41941789,19.47655354,41.36892978,30.58323505,15.3103783,56.46649693,4.181034768,18.75848046,26.76594134,8.074090298,37.96485184,25.5933126,7.306629115,21.19181819,13.31393206,32.48294797,11.91095117,24.81977536,25.42786719,18.5824233,31.49495728,26.32263424,,,,,,,,
311,miR-574-3p,273.9648221,-0.186547992,0.209052916,-0.892348196,0.372206329,0.616354531,213.3213534,406.6192357,363.2869858,143.0290305,374.7255576,234.2515842,234.3034873,235.8809468,263.175089,162.7461076,389.5611915,379.7384054,543.5033174,242.9498211,253.3965835,300.048766,199.1118371,179.8421074,198.1409872,128.8007815,241.0049459,218.5262548,194.7312714,186.6577569,163.5315884,210.5322693,240.9131793,164.2959836,137.7934047,1013.215734,270.7220012,226.0890539,194.0530747,433.9823535,122.4366472,269.2861586,188.1456997,235.3407178,331.0731106,334.2600129,624.7835297,203.2857791,289.3933457,137.7285491,331.4469314,192.7192864,,,,,,,,
312,miR-363-3p,13.32267616,0.343709845,0.388211632,0.885367199,0.375958617,0.620572718,5.51014566,28.56105537,14.08089092,8.692372022,13.32357538,22.73327611,9.762645306,4.262908676,5.528888425,5.854176533,219.2457914,4.446585543,1.793740321,22.81218978,25.8996508,19.33087288,39.53993928,31.16076119,11.05903184,13.04311711,8.884974963,7.975410761,10.30324187,8.681756136,5.083883579,6.492184515,12.16733229,17.06971259,5.741391864,1.590605547,0,8.885596005,25.42764427,0,6.643849071,2.225505443,6.393300476,12.26894738,6.213168296,14.66971844,4.331254972,4.727576259,25.42786719,34.97867914,18.74699838,60.16602113,,,,,,,,
313,miR-1299,20.60539293,0.602228816,0.682187808,0.882790353,0.377349553,0.620878658,29.12505563,12.77731424,0.938726061,6.321725107,0,13.83764633,55.78654461,1.420969559,5.528888425,36.29589451,0.940969062,7.114536869,35.27689299,6.843656933,0.699990562,1.680945468,17.65175861,2.670922387,8.294273882,15.48870157,384.2751671,256.0106854,39.15231911,13.0226342,0.84731393,4.637274653,21.90119812,4.267428147,186.5952356,12.72484438,12.5431043,3.94915378,1.338297067,0,6.643849071,1.112752722,2.739985918,1.115358852,22.18988677,7.334859218,31.40159854,4.727576259,46.01233111,0,0,0,,,,,,,,
314,miR-23a-5p,66.13504915,-0.161577662,0.185725432,-0.869981347,0.384310598,0.626328981,59.03727493,30.81587553,43.18139883,87.71393586,116.5812846,120.5852037,61.36519907,90.94205176,78.51021564,93.66682453,67.74977244,58.69492917,53.2142962,38.78072262,70.69904678,89.0901098,19.76996964,52.52814029,47.00088533,61.95480629,75.52228718,64.60082716,83.45625915,54.98445553,54.2280915,31.53346764,29.20159749,44.09675751,31.57765525,61.23831358,79.43966059,91.81782539,61.56166507,88.81499328,51.25254998,48.96111975,72.15296251,42.38363639,67.45725578,58.67887374,80.12821698,134.7359234,134.4044409,41.53718148,66.73931423,49.82498625,,,,,,,,
315,miR-24-2-5p,2720.021569,0.096082606,0.110046485,0.873109275,0.382603519,0.626328981,2927.461673,2714.803474,2913.805695,2885.077296,1935.249324,2645.955658,3368.112631,2124.34949,2004.774943,1890.89902,2435.227932,3157.965053,3012.287913,2323.421529,4454.739938,2234.817,3648.971539,3859.48285,2275.395802,3621.095389,3058.652631,3453.352859,2876.66513,1646.639747,2560.582696,2232.384018,3319.248248,2864.155524,3527.128402,3267.103794,3226.713582,2074.293023,2400.904938,1919.614968,3068.50915,3121.271384,3004.851224,3183.234164,2036.14401,1760.366212,2567.351384,2375.60707,2405.960577,2229.890795,2684.570168,1821.902327,,,,,,,,
316,miR-624-5p,8.114856942,-0.223574523,0.256510946,-0.871598374,0.383427518,0.626328981,17.31760065,8.267673923,14.08089092,18.17495968,11.65812846,5.930419854,0,8.525817353,9.951999165,1.170835307,7.527752493,6.22521976,10.16452849,6.843656933,18.89974518,4.20236367,13.41533654,4.451537312,4.607929934,10.59753265,7.774353093,12.76065722,12.36389024,5.787837424,11.01508109,2.782364792,2.433466458,5.689904195,12.43968237,5.567119416,4.181034768,7.89830756,2.676594134,6.055567724,7.592970367,10.01477449,9.133286394,5.576794262,7.988359237,9.43053328,4.331254972,8.273258453,2.421701637,10.93083723,6.748919417,9.400940802,,,,,,,,
317,miR-194-2-5p,393.6767738,0.230077475,0.267859079,0.858949697,0.39036827,0.634194507,1331.093759,260.0559252,486.2600999,510.4793024,156.5520107,210.5299048,266.3807505,163.4114993,127.1644338,166.2586135,219.2457914,378.8490883,408.9727933,232.6843357,942.8872873,557.2334226,906.5943221,714.9168924,351.124261,1405.395869,447.5806138,613.3090875,625.4067815,474.6026688,366.0396177,266.1795651,324.8677721,424.6091006,564.5701999,250.5203737,274.903036,196.4704006,224.8339072,260.3894121,290.4311166,326.0365474,301.398451,297.8008136,255.6274956,234.715495,175.4158264,193.8306266,181.6276228,195.6619865,314.9495728,231.2631437,,,,,,,,
318,miR-874,54.6748413,0.165540779,0.194103179,0.852849398,0.393742826,0.637665268,12.59461865,45.84800994,20.65197335,55.31509469,46.63251384,58.31579523,44.62923569,53.99684323,48.65421814,78.44596555,73.39558681,52.46970941,53.81220964,61.59291239,26.59964136,58.83309138,16.94568826,33.83168357,80.17798086,48.91168917,72.19042157,39.8770538,35.03102236,44.85574004,61.85391687,59.35711556,65.70359435,49.78666171,11.48278373,73.96315796,57.48922806,72.07205649,74.94463574,44.40749664,50.30342868,55.63763608,115.0794086,50.19114835,52.36813278,69.15724406,99.61886435,48.45765665,42.37977866,59.02652106,77.98751326,60.16602113,,,,,,,,
319,miR-30d-3p,50.63059757,0.134797043,0.160217815,0.841336169,0.400159634,0.646025741,39.35818329,51.10925698,73.2206328,79.02156384,16.65446923,49.42016545,37.65591761,39.78714765,35.38488592,46.83341227,51.75329839,34.68336724,31.68941234,75.28022626,47.59935823,42.0236367,50.13099444,73.89551938,58.05991717,47.28129953,64.41606848,64.60082716,36.06134655,37.62094326,55.92271936,59.35711556,62.05339467,40.54056739,106.2157495,34.19801927,38.6745716,65.16103737,72.26804161,16.1481806,68.33673331,27.81881804,51.14640381,46.8450718,37.27900977,52.39185156,43.31254972,50.82144478,53.27743602,80.88819552,36.74411683,46.06460993,,,,,,,,
320,miR-542-3p,66.25559789,-0.134610792,0.160448656,-0.838964911,0.401489,0.64614636,81.07785757,100.7153005,85.4240716,62.42703543,36.6398323,56.33898861,44.62923569,48.312965,39.80799666,50.34591819,94.09690617,69.36673447,104.0369386,114.0609489,81.89889578,63.87592778,63.54633099,64.1021373,70.040535,52.98766327,44.42487481,90.91968267,71.09236891,41.96182132,66.09048652,75.12384938,57.18646175,64.0114222,44.01733762,110.5470855,76.30388451,77.99578716,50.85528854,4.037045149,54.09991387,52.29937792,55.713047,61.34473688,49.70534636,53.43968859,81.21103072,68.54985575,93.23551304,77.60894435,91.4853521,50.76508033,,,,,,,,
321,miR-30a-3p,2176.362527,0.155031724,0.189121882,0.819745035,0.412361471,0.657734854,1276.779466,1925.616417,2831.197801,1008.315155,1870.296894,1748.485454,1966.475697,984.7319042,2078.862048,1799.573866,3804.337916,1881.795002,2287.01891,2776.243496,1983.773253,1806.175905,647.4665057,1879.439053,3102.980018,1153.50067,2271.221725,2003.423183,1779.369871,2031.530936,1252.329988,2767.525513,3767.006076,1499.289755,1443.003155,5311.827226,2936.131666,3652.967247,2759.568552,1534.077157,1690.385028,2175.431571,1051.241264,2043.337417,2259.818069,2527.382919,4019.404614,1414.727195,1753.311986,1586.064482,3317.468833,2451.765361,,,,,,,,
322,miR-4775,13.44839439,0.224317667,0.273077191,0.821444171,0.411393312,0.657734854,19.67909164,15.03213441,8.448534553,11.06301894,0,6.918823163,9.762645306,5.683878235,4.42311074,4.683341227,15.05550499,26.67951326,28.1019317,10.2654854,11.89983956,10.92614554,13.41533654,14.2449194,21.1964777,13.04311711,7.774353093,15.95082152,11.33356606,11.57567485,14.40433681,15.76673382,6.083666144,13.51352246,9.56898644,45.3322581,16.72413907,12.83474979,10.70637653,2.018522575,11.38945555,11.12752722,9.133286394,8.922870818,11.53874112,14.66971844,47.64380469,5.909470324,10.89765737,8.744669786,19.49687832,15.04150528,,,,,,,,
323,miR-6501-5p,9.316316081,0.231748237,0.282804265,0.81946514,0.412521083,0.657734854,3.935818329,5.261247042,9.387260615,17.38474404,6.661787691,12.84924302,4.183990846,8.525817353,9.951999165,9.366682453,7.527752493,10.6718053,2.989567202,6.843656933,3.499952811,9.245200074,10.59105516,7.1224597,8.294273882,16.30389639,1.11062187,14.35573937,10.30324187,4.340878068,7.625825368,8.347094376,8.517132601,12.09104642,18.18107424,0,6.271552152,11.84746134,21.41275307,14.12965802,13.28769814,10.01477449,2.739985918,11.15358852,4.437977354,10.47837031,4.331254972,11.81894065,15.74106064,15.30317213,2.249639806,17.86178752,,,,,,,,
324,miR-95-95,289.8441964,0.253487067,0.313273663,0.809155371,0.418425782,0.665090363,529.761147,133.0343895,205.5810075,666.1517831,81.60689922,179.8894022,290.090032,129.3082298,144.8568767,71.42095371,234.3012964,406.4179186,380.2729481,125.4670438,998.1865417,526.1359315,273.9552936,565.3452387,149.2969299,632.59118,183.2526086,402.7582434,626.4371057,432.6408475,482.121626,111.2945917,150.8749204,267.4254972,627.7255104,240.1814377,206.961221,62.19917204,74.94463574,201.8522575,452.7308582,379.4486781,320.5783524,289.9933016,64.79446937,136.218814,75.796962,91.00584298,162.2540097,102.74987,250.4598984,212.4612621,,,,,,,,
325,let-7d-3p,997.4161806,0.085190785,0.105964991,0.803952176,0.421424595,0.66640416,1014.653965,874.1186157,703.1058201,1001.203214,1398.975415,859.9108788,1048.787039,1166.616008,966.4496967,990.5266694,880.7470417,1040.501017,779.6791264,669.5377699,961.7870325,899.3058253,992.0288337,969.5448266,903.1542671,1014.91755,1247.22836,864.5345265,1219.903837,1260.301599,1087.103772,1017.418059,716.6558717,833.5709646,1237.269947,975.8365034,802.7586754,962.6062339,1146.920586,2365.708457,1030.745727,970.3203733,1047.587949,1028.360862,851.2040565,1089.750512,839.1806508,752.8665192,898.4513075,903.9802391,774.6259731,820.702132,,,,,,,,
326,miR-193a-3p,12.73416799,-0.242526202,0.302781005,-0.80099543,0.423134292,0.66640416,25.1892373,11.2741008,30.97796003,20.5456066,1.665446923,11.86083971,5.578654461,8.525817353,6.63466611,12.87918837,13.17356686,9.782488195,7.772874726,34.21828466,20.99971687,15.96898195,28.24281377,31.16076119,20.27489171,16.30389639,15.54870619,11.16557506,7.212269309,4.340878068,19.48822038,12.0569141,13.38406552,10.66857037,22.00866881,9.543633285,8.362069536,5.92373067,16.0595648,0,12.33857685,12.24027994,4.566643197,11.15358852,7.100763766,6.287022187,3.248441229,20.0921991,0,4.372334893,8.998559223,6.580658561,,,,,,,,
327,miR-497-5p,7.483527372,-0.19918077,0.248478909,-0.801600308,0.422784199,0.66640416,5.51014566,16.53534785,16.89706911,7.902156384,6.661787691,4.942016545,5.578654461,1.420969559,4.42311074,7.02501184,9.409690617,8.893171086,9.566615047,9.12487591,4.899933935,12.60709101,14.82747723,11.57399701,11.05903184,13.85831193,3.331865611,7.975410761,6.181945122,5.787837424,5.931197508,7.419639445,8.517132601,7.112380244,14.35347966,3.181211095,3.135776076,6.911019115,5.353188267,6.055567724,8.542091663,4.451010887,9.133286394,6.692153114,2.662786412,4.191348125,3.248441229,3.545682194,6.054254094,13.11700468,2.999519741,5.640564481,,,,,,,,
328,miR-218-1-5p,2069.599501,-0.185084964,0.232354296,-0.796563556,0.42570455,0.668408059,1358.644487,4411.179841,6400.234287,1687.900604,1605.490834,2318.794163,1634.545757,1646.903719,1271.644338,2153.166129,1257.134666,1229.925561,1319.594963,3327.157879,1301.982446,1323.744556,956.0192462,1123.568018,2730.659279,1138.827163,1783.658724,1433.181314,1172.508925,1159.014444,2216.57324,3368.516308,1887.153238,2089.617316,1865.952356,1453.81347,1269.989311,3442.674808,3786.042402,262.4079347,2721.130755,1364.234837,2232.175195,2464.943064,1813.357547,2110.343781,1289.631168,4414.374332,1737.570925,3880.447218,2007.428587,1777.717906,,,,,,,,
329,miR-185-5p,790.9431604,0.079911248,0.101084019,0.790542843,0.429210812,0.671864949,1105.96495,584.7500284,650.5371606,790.2156384,561.255613,687.928703,532.761501,692.0121751,712.1208292,744.651255,781.0043212,855.5230585,1075.646279,873.7068684,800.7892032,814.4180792,810.5687552,899.2105371,668.1498405,887.7471585,739.6741657,830.2402602,1073.597803,659.8134663,836.2988487,672.4048247,548.7466862,1231.15302,688.010125,1218.403849,930.2802359,868.8138316,730.7101985,549.0381403,582.7604757,816.7604977,737.9695407,574.4098089,820.138215,676.9027221,1017.844918,696.1356041,900.8730091,689.7358294,803.8712905,959.8360558,,,,,,,,
330,miR-15b-3p,102.6248943,0.114458004,0.146429489,0.781659515,0.434414701,0.673866177,86.58800323,94.70244675,106.0760449,108.2595425,71.61421768,111.6895739,68.33851714,69.62750838,100.6257693,149.8669193,102.5656277,73.81332001,62.78091125,151.701062,52.49929217,107.5805099,81.19808959,76.56644177,94.00177066,61.95480629,112.1728089,86.13443622,89.63820427,140.3550575,95.74647406,139.1182396,104.6390577,67.56761232,98.56056033,98.61754394,76.30388451,173.7627663,86.98930934,36.33340634,115.7927981,75.66718507,126.9526809,101.4976556,130.4765342,154.0320436,101.7844918,158.3738047,117.4525294,154.124805,91.4853521,155.1155232,,,,,,,,
