"logFC","logCPM","LR","PValue","FDR"
1.51438263044817,7.74755960661487,32.1565686983527,1.42234989834744e-08,5.9488969740258e-05
1.62692139420749,6.67488095274449,31.7436357955337,1.75924795919734e-08,5.9488969740258e-05
3.19636264327195,3.69591353736603,24.077348526119,9.25425115599809e-07,0.0020862166856005
1.55967768850276,5.88081463513082,22.9524404088022,1.66059259961757e-06,0.0028076469378034
1.40108027698406,6.10420802315024,21.0016760105814,4.58881770445872e-06,0.00577583096209737
2.50540271014019,3.84147086448689,20.6099653870713,5.63022793164119e-06,0.00577583096209737
1.79835079311501,4.74517070785672,20.4951554758643,5.97823698575803e-06,0.00577583096209737
1.81638857410188,4.69121587068201,19.9072419988013,8.12918028963907e-06,0.00647346395160552
-1.66275948755199,4.81811749733136,19.7963519345627,8.61469400627675e-06,0.00647346395160552
-1.73426240007996,4.49731861130921,18.6913198788544,1.53680486310293e-05,0.0103934112891651
1.59605854315868,5.79303827463634,16.9421430458343,3.85364810977543e-05,0.023692929242192
-2.74416375598645,3.60909240402567,16.7376944379187,4.29197273404645e-05,0.0241888430002968
0.979180184821056,8.09956282381927,16.3447385410682,5.28025507115519e-05,0.0259376710809596
1.1067354683682,6.59178215030253,16.3130382448463,5.36932419242102e-05,0.0259376710809596
1.3357558624584,4.95010294575096,15.3359743457592,8.99864951088897e-05,0.0405719110947614
-2.36158837895128,3.72425588641693,15.059150046589,0.000104193919098974,0.0440414671791475
-1.43418864770272,4.60385631506836,14.4820632554852,0.000141500509895501,0.0557692113586421
1.58864216290088,4.31175669320781,14.3171734505656,0.000154449408683302,0.0557692113586421
1.00001144888321,7.07655741283236,14.2434097102336,0.000160622276340647,0.0557692113586421
-1.25306503946106,4.7526023832357,14.1936690447556,0.000164924475406305,0.0557692113586421
-0.945398067453734,7.62422596391782,13.8237547959599,0.000200781606375844,0.0646612382818969
-2.61407126108151,3.40410582788393,13.5213532291449,0.000235864277252414,0.0668658770261257
-2.38349248561053,3.55109906557122,13.5188032515815,0.000236184984791641,0.0668658770261257
-2.6209238561197,3.45361133637501,13.4898854137775,0.000239852842039402,0.0668658770261257
0.943122769659807,7.93159865569928,13.3659241888798,0.000256237611776351,0.0668658770261257
1.39118504702292,4.8425018454363,13.3598974038084,0.000257062369167421,0.0668658770261257
-2.36768528425041,3.6075160078869,12.9442611567068,0.000320903725591659,0.0803804405991256
2.18543833064809,3.64978678819301,12.7931042646284,0.000347899346599568,0.0840301171804598
-2.54666582544885,3.38117457695667,12.5156549183009,0.000403556304152705,0.0939655080901127
1.67978317194656,4.13475861052927,12.4403735450045,0.000420151742900376,0.0939655080901127
2.19018038820928,3.7134082433918,12.3939992508912,0.000430715769746192,0.0939655080901127
-0.96081051032398,6.22722641000806,12.2218620132754,0.000472327681805958,0.099823503501678
0.816247316076004,10.5584269221685,12.0915618507076,0.000506505277247881,0.103802884546285
-2.46984573889639,3.35440033086531,11.9303668508494,0.000552263008282819,0.109851609559315
2.23263779009163,3.59285271291839,11.7779387847178,0.000599368142718066,0.115815049977208
1.1408110890066,5.05212552738283,11.4047355578333,0.000732571277218603,0.128328980221226
0.883111422114707,6.54744654321953,11.3758000933365,0.000744071675062211,0.128328980221226
-2.34677134130749,3.47395673462721,11.3655014352353,0.000748208748021252,0.128328980221226
-2.19978861526209,3.53414338628752,11.2969221375328,0.00077635684725174,0.128328980221226
-1.74001298358987,3.76347108432401,11.2950939563391,0.000777121685931826,0.128328980221226
-2.19570689720317,3.53959529278587,11.29304117204,0.000777981397171413,0.128328980221226
2.35301332976368,3.46440492598666,11.0176653799442,0.000902476634200595,0.145320225645205
-2.3075843244816,3.44207094146989,10.9392889832716,0.000941462916283976,0.148072411693687
2.38041537542677,3.40819838636693,10.879935906935,0.000972116104777488,0.149418664013867
-2.3211748507212,3.34394574558939,10.6877523746552,0.00107847156821771,0.162082293685697
0.756095900374689,10.6207852509998,10.4583357136699,0.00122097231961026,0.179478874601088
-1.0914083188155,4.7342384308848,10.4189283060039,0.00124730254417435,0.179478874601088
-2.296456469891,3.34013665298016,10.3302047179655,0.00130870689682845,0.181950263996029
2.31263873645907,3.36808175562184,10.2686671698503,0.00135308516779393,0.181950263996029
1.29651765566367,4.62769521119232,10.2637625345295,0.00135668706666928,0.181950263996029
-2.25996726808862,3.41821593827734,10.2429325817076,0.00137209277891431,0.181950263996029
-2.26221500970366,3.33607312039686,10.1156746308711,0.00147013610583971,0.186933988725831
2.28030981863017,3.46130662981254,10.114126202838,0.00147137176183504,0.186933988725831
-1.81455562426737,3.71613963684709,10.0877316788074,0.00149259727801196,0.186933988725831
2.25296485366676,3.32489910630551,9.89077351913435,0.00166109529431851,0.204254317735929
2.27297548571057,3.37298880214578,9.81863025340567,0.00172752951486104,0.208630037660808
-2.22291581876084,3.36027657374362,9.72249098827457,0.00182026640457984,0.211787620792352
