Trfs,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-30-R9JP9PMNH5SY,1.4979737405659217,-0.5692900604427285,-0.48379448502926653,-0.4448891950939272,1.4085253887723943,-0.4597074030798701,-0.05334038338319113,-0.8954776023093327,-0.22607994921020863,1.4715935507442672,-0.5609174436802246,-0.6845961578538341,-0.5792434060198971,-0.4673573557625327,-0.4509602621903327,1.4975610239727624,-0.01126417690926156,-1.0400590012884936,1.351951544153828,-0.3006283659560724,-0.626385548969377,0.8427246830942202,0.859832225825674,-1.0761713599505172
tRF-30-RK9P4P9L5HMV,-0.42570483815216714,-0.7907540167859277,1.4607543252967026,-0.24429547035860794,0.4926944513168269,0.6392394676059338,-1.4900848854569138,0.3581509665341545,-1.2975653212386082,-0.24945426953910377,0.6040075868447786,0.9430120039329333,-0.27046871498935204,-1.1573060424120656,0.18086813914542196,1.2469066182559956,-0.03129307995156397,-1.3374066312632864,1.0542787650348477,0.3144209461800044,-0.267487142777838,0.6604328569470509,0.9024074600499137,-1.2953531742191269
tRF-30-RKVP4PRL5FZU,1.0752143650778712,-0.851448412557256,-0.851448412557256,0.6276824600366407,-0.6632680433225998,1.4583965496674802,-0.6394736740554213,-0.15565483228945917,-0.9786869651850894,-0.6483867523011363,1.1995951461492769,0.427478571336949,1.2927788145365455,0.06868592853486769,-1.1263847341422186,-0.23508000892919476,0.5740662266192595,1.0669163123504255,-0.5157572023919099,-1.125225336577774,1.3343374989905232,-0.7678008163743629,0.2012641337582025,-0.7678008163743629
tRF-30-RRJ89O9NF5W8,1.3540653902433415,-0.903565385227577,0.12731303178817555,-0.5778130368039401,0.8961253645482825,-0.8900989666696792,0.8350396042333511,-0.841066002111954,0.9189189966287215,0.2283852519908295,0.276428617401773,-1.423732866021324,-0.4126407696580365,-0.49031225257153127,-0.5929514208215226,1.4959044430510902,0.23095072832759095,-0.8482147556578171,1.3177618491301388,-0.7004978217999133,-0.10126398538279588,-0.974977094705776,1.3925261342524378,-0.31628505416386515
tRF-30-V47P596VW631,0.510581620477579,-1.3316059634281625,0.9713559470199284,-0.15033160406934507,-0.9208654729276344,1.3331476308377561,0.17447413769814227,-0.5867562956082634,-0.19449566580990732,1.4578831461041963,-0.7707516518320162,-0.4926358284622726,0.2771887853656119,-1.4580034030929494,0.366542535934076,0.8142720817932617,-0.3046803315253309,-0.6085007938177579,-0.5729595321910963,1.4861406575341827,-1.175457284678505,1.048498851754959,-0.4419370020747753,0.5688954349983208
tRF-30-XSXMSL73VL4Y,1.494794221496219,-0.6138674740631295,-0.4212150946071684,-0.4597116528259212,0.19258632138181517,-0.8191918969278174,1.3369037527910488,-0.7102981772450463,-0.5182062371435847,1.4978991489137115,-0.4271514210627132,-0.5525414907074133,-0.10983620362183608,-0.9341433161746105,-0.36411566677036283,1.4080951865668094,0.30134916062640554,-1.062996995090677,1.2437179895103891,-0.48207015504611744,-0.7707897822572308,-0.7707897822572308,1.3291500809315737,0.2124294835828881
tRF-31-389MV47P596VE,1.426137669833632,-0.8156242470769746,-0.06596074967129145,-0.5445526730853656,-0.5716374151261525,1.4448575357229434,-0.7562666554008406,-0.11695346519595044,1.1689824983221877,0.4842882829368998,-0.6995672208466904,-0.9537035604123973,-0.10451970690258866,1.4425713569223138,-0.7492517621999576,-0.5887998878197669,0.7364112124255824,0.9840224344883464,-0.928964215846529,-0.7914694310674005,-0.5312633479879031,1.4841271250587171,-0.6512907500820863,-0.30157302698872795
tRF-31-3IRW18V6XO59D,0.9349916538005522,-1.4017780788390675,0.3944274351389281,0.07235898989958747,0.24015724972807606,1.315917814053091,-0.7780375318905836,-0.7780375318905836,1.3113290054737226,0.24830758672084668,-0.7442765465341187,-0.8153600456604508,0.10396619695835675,0.3506656473680169,0.9480307451456937,-1.4026625894720677,0.2497004694962069,1.2926031662963904,-0.5743314968870236,-0.9679721389055735,-0.9860622911907939,1.2914398895206851,-0.5484389923837845,0.2430613940538933
tRF-31-3JVIJMRPFQ5DD,-0.5008490139169707,-0.6350581500070935,1.4901002267102956,-0.3541930627862315,-0.01293311712322721,0.038799351369680796,1.211401970542262,-1.2372682047887165,1.2609609704508549,0.33562966922074927,-0.691572967924597,-0.9050176717470068,-0.5534289021660196,1.3746986257636586,-0.8936867012124333,0.07241697761479424,1.4151133542454735,-0.07913029007896398,-0.44576730077816384,-0.890215763388345,-0.9978442858100961,0.3747652274248445,-0.6021737871955665,1.225252845580818
tRF-31-3JVIJMRPFQ5DE,0.9699436939629024,-1.109197256823091,-0.5703712258375466,0.709624788697734,-0.24988942907691486,1.4622785344887455,-0.4268163358728612,-0.7855727695389689,1.2731000734733537,0.32306529690870905,-0.7760251235400228,-0.8201402468420396,0.860690496406462,0.5189955387357797,-1.4102903516576233,0.030604316515380613,0.8430883383576073,-0.8324713129175008,-0.8986553676090784,0.8880383421689704,-0.5845844181227334,-0.44297701249051835,-0.4696040460282,1.4971654766414515
tRF-31-3JVIJMRPFQRDE,0.11437496575541405,-0.7429293956794841,1.3719713920650332,-0.7434169621409636,-0.39718117028547834,1.4255837815073504,-0.13926662163926137,-0.8891359895826101,0.9575427756432845,0.7188396478658139,-1.1221387232284028,-0.5542437002806954,0.727467022537243,-1.4354483212565234,0.6365336447200872,0.07144765399919312,1.361025529580221,-0.9898141607748572,-0.40806747302633434,0.03685610422096981,1.4219915665255474,-0.04191811874111597,-0.5807629955499908,-0.7993104522344411
tRF-31-6978WPRLXN48E,1.4861726860922118,-0.3388307789316539,-0.47804740941197665,-0.6692944977485814,0.6473440054069125,-1.486547632024846,0.5170454198737696,0.32215820674416396,0.20441405647470076,-1.3732310064178153,0.14316876387841956,1.0256481860646947,-0.3370682484528999,-0.6893989511029355,-0.45740964730647454,1.4838768468623105,0.33083902939103677,-0.5980752647613123,1.2510132831402343,-0.983777047769958,-0.9844365813713383,-0.41104077473046335,1.3641663084318958,0.03131104766990544
tRF-31-6RJ89O9NF5W8B,-0.38304720756707206,-0.7254681961497578,1.4796137233473179,-0.37109831963048784,0.8282093621362389,0.8959007647140099,-0.9742005214271033,-0.749909605423145,-0.36542092777709323,1.4311045539722143,-0.17888806924652675,-0.8867955569485942,-0.02659292145892037,-0.6981313421387287,-0.6981313421387287,1.422855605736378,-1.0576584817010837,0.4663781170664579,1.1584969934992362,-0.5672166288646118,-0.28262927483945416,-1.2350408765681355,1.1074992278421871,0.410170923565403
