Sample_ID,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-39-MIF91SS2P46INOJJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tRF-39-MIF91SS2P4FINOJ5,1,2,0,0,2,2,1,1,0,1,1,2,1,0,1,0,0,1,0,3,4,0,0
tRF-39-ML5FX24ZD7JKW42E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-MNH5SYNX2VF0S7IZ,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
tRF-39-N3R718YKISQI451V,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-39-NB8PLML38BWS72E3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tRF-39-NMEH623K7SIR3DIY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-39-OUR8309NDJ58EV27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-PNR8YP9LON4VN1EM,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
tRF-39-PS5P4PW3FJHPEZ27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
tRF-39-PSQP4PW3FJI0E727,0,1,2,0,10,0,0,2,3,1,0,3,2,0,3,3,0,0,2,0,0,0,0
tRF-39-PSQP4PW3FJIKE727,1,0,0,0,1,0,0,1,5,4,0,5,4,1,1,0,0,1,0,0,3,1,0
tRF-39-PW5SVP9N15WV7WIV,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-Q1Q89P9L8422YRF5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,2,0,0,0,0
tRF-39-Q2FWQ8P6U1J0SUJX,0,0,0,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-Q72S3HPSR95933FY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-R9J89O9NF5W8E7H7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-RKVP4P9L5FZUNFID,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-39-RKVP4PRL5FZUNFID,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-RPM8309MUKLY5ZE9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-RXPIN24YDRFU8U25,0,3,0,2,0,1,0,0,2,0,1,3,1,0,1,0,0,0,0,0,2,2,1
tRF-39-RXPIN2NYDRFU8U25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-39-RZ81JJ6RRNLIK8K0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-S37JLJR7DJQ8IXIW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-S5QKF1R3WE8RO8IS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-S8V0JUO9YE4PRSJY,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
tRF-39-SERXPIN24YDRFUJK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tRF-39-SL73VL4YMY91PJ0V,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
tRF-39-U1O0789NLJK1JKEM,1,0,2,1,1,2,2,2,5,0,1,6,0,2,4,2,9,2,3,3,3,2,3
tRF-39-UD10H7RNLEKPM415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-UDL0H5RNLDKW3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-UIO0789NLJK1JKEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-UKM7OZMEJB5YJ3JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-39-UMJYX9X5Q4R9OM1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-39-UMX0S75NLD4P1KI1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-39-VP9N15WV7W6SJFE3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
tRF-39-W3FJI0E7UM8KSWIZ,2,1,1,2,3,9,2,0,2,2,2,2,7,1,4,9,0,0,3,4,8,3,0
tRF-39-W3FJIKE7UMKKSWIZ,0,0,0,0,1,0,0,1,3,3,1,1,1,1,3,1,0,0,0,5,1,0,0
tRF-39-W9RKM87SDR2SN1E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-WP9N1EWJQ72S3HIJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-XEKJ5R5N2E489B15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tRF-39-Y694U47P299DWUFJ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tRF-39-YDLBRY73W0K5KKH8,4,12,8,5,6,13,14,3,17,14,14,15,8,10,16,6,3,6,8,18,15,7,14
tRF-39-YP9LON4VN1EH6K1K,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-YRI7XUK87SIRMJI8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-39-Z3R918VBY9PYKH1Y,0,0,2,0,1,0,0,0,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0
tRF-40-04SXQ3V2Y7RZ81JJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-0HJBRR93W0K67205,2,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0
tRF-40-18VBY9PYKHM26RRN,0,0,2,6,2,10,1,0,0,4,1,2,0,1,1,1,0,0,0,2,1,2,0
tRF-40-18X3HRL7S5QKF1R3,0,0,1,0,0,3,1,0,0,0,3,3,0,0,1,0,0,0,0,1,0,3,0
tRF-40-18Y3E7QN7JLP21W3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tRF-40-18YKISQI45LSM1M3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tRF-40-1E8Y7Z2R1HPSR9O9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-2R1HPSR9O9337KB6,4,3,1,1,2,7,11,2,10,11,8,16,3,2,2,0,1,0,2,1,6,1,5
tRF-40-2S3HPSR95933JKB6,7,2,2,4,3,11,2,11,2,6,7,34,7,3,3,4,0,7,0,3,6,8,2
tRF-40-2VF0S7RNLJKP9BK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tRF-40-2VO0SRMNLB3KMB01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-40-2VR008R959KUMKF6,30,19,26,12,18,26,28,22,39,17,21,60,26,22,18,16,11,13,8,25,38,20,7
tRF-40-2VR008R9D9KUMKF6,1,0,1,2,0,3,4,0,12,2,2,10,2,0,4,2,0,1,3,3,9,4,3
tRF-40-2VR0PSR9593J2426,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0
tRF-40-309MUKLY5Z1IK3JZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-34HWH3RXSINHZ4PV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tRF-40-389MV47P596VW631,0,1,0,1,2,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,2,0,0
tRF-40-3IRW18V6XO59KNNV,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0
tRF-40-3JVIJMRPFQ5DWXH9,0,6,8,6,8,3,4,2,3,3,4,11,7,7,20,1,0,1,4,8,16,4,1
tRF-40-3JVIJMRPFQRDWXHR,5,3,1,1,6,0,2,0,3,7,5,4,0,3,5,10,2,2,0,5,17,6,3
tRF-40-45LSM1M3WE8SSP6D,4,2,0,1,2,2,0,0,1,3,1,3,0,0,2,0,1,0,3,2,0,0,5
tRF-40-4R94SX73V2Y8L981,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
tRF-40-60MV9JKL0653L45S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-6N38Z90668K87SER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-40-6RJ89O9NF5W8EZOM,0,0,0,0,1,0,2,1,3,0,0,1,0,2,0,2,0,0,0,0,0,0,0
tRF-40-6SXMSL73VL4YMY91,0,6,0,1,1,0,0,0,1,1,0,9,1,4,0,3,0,0,1,0,0,1,0
tRF-40-7673FEWS3V2VR0PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-79MP9P9NH57S362V,0,0,0,4,6,0,3,0,3,4,1,4,3,0,0,11,1,0,1,7,2,1,0
tRF-40-7RI3SERXPIN24YDR,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-81JJ6RRNLIK898O1,5,3,1,1,2,3,1,0,3,1,1,7,1,4,6,2,0,2,4,2,0,3,3
tRF-40-81PV6RRNLNK88KO1,17,7,6,3,7,3,1,6,5,10,4,17,9,3,17,9,0,3,10,8,5,10,13
tRF-40-83ML5F924ZDRJKW4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
tRF-40-83ML5FX24ZD7JKW4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
tRF-40-86J8WPMN1E8Y7Z2R,2,0,2,1,11,1,2,9,11,5,2,9,4,4,9,15,16,4,2,4,11,5,2
tRF-40-86V8WPMN1E8Y7Z2R,2,1,2,3,4,2,1,4,16,7,1,3,5,4,5,6,3,0,1,10,12,0,0
tRF-40-87R8WP9N1EWJQ72S,10,15,16,23,37,18,15,19,50,21,18,45,37,20,63,70,39,10,19,46,61,21,16
tRF-40-8HM2OSRN2NKSEK51,10,3,3,1,3,3,3,5,3,8,4,5,6,2,11,13,2,1,1,6,8,5,1
tRF-40-8HM2OSRNLNKSEK51,34,10,12,3,9,12,15,16,24,39,24,43,9,14,57,39,6,15,23,50,29,34,22
tRF-40-8LHYD33U7SB7J0RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tRF-40-8LHYD3MU7SH725RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
tRF-40-915HSX1HN2Y0QR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-96L85DMKYUYRLHR0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tRF-40-9EDJI83RUJJKIWRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-9NF5W8E7OMJHHS19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
tRF-40-9NJ4S2I7L7P5QK11,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,2,0,0,0,0,1,0,0
tRF-40-9O9NF5W8E7OMJHHS,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-D7OK8Y19O182RK26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tRF-40-D7OKW4195R8FMK26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-D8YJE76INB8PLML3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
tRF-40-EFOK8YR951K36D26,0,0,0,0,0,1,4,0,1,0,0,5,1,2,1,1,0,0,0,0,0,1,0
tRF-40-EHBK8RR9ODMJ6B26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-F8DHXY6RHDK2RSI2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-FIO2WO1M38YO8SRZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-FIO2WO1M38YU8SRZ,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2,0,0,2,0,1,0,1
tRF-40-FMF0QV7NLE2WMK81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-HDQMXIE282FN4KYU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-I2UKJ6P9M0NK5Y93,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0
tRF-40-I2UKJYP940KK5Y93,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-I2UKM7OZMEJB5Y13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
tRF-40-I2VHJYOZ4E8BRY93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-I3VF4YO9XEKJ5R5N,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0
tRF-40-I89NJ4S2I7L7P5QK,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tRF-40-J4S2I7L7P5QK11M3,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,2,2,0,0
tRF-40-J9ZH0SR9593KMH26,9,14,10,8,10,10,5,6,19,12,7,32,6,4,8,5,4,7,0,17,23,12,5
tRF-40-K5I34JRX6N38Z906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-40-KHM26RRNLNK8KEP1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-KNNVORRNLNK8QJP1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
tRF-40-KQWYL1M3WE8S68L5,1,0,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0
tRF-40-L981PV6RRNLNK88K,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
tRF-40-MBQ4NKKQBRFKWE6M,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tRF-40-ML5FX24ZD7JKW4R9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-MNH5SYNX2VF0S7RN,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tRF-40-MQ18Y3E7QN7JLP21,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,2,0,0,1,2,3,0,0
tRF-40-NB8PLML38BWS7209,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
tRF-40-NMEH623K7SIR3DR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-P4R8YP9LON4VN1EH,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0
tRF-40-PNR8YP9LON4VN1EH,9,7,6,17,36,7,7,4,15,11,1,7,9,5,13,23,15,6,6,13,32,4,3
tRF-40-PS5P4PW3FJHPEZUM,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0
tRF-40-PSQP4PW3FJI007UM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-40-PSQP4PW3FJI0E7UM,7,2,2,2,46,1,5,5,13,3,1,5,8,3,3,9,3,0,1,8,12,4,1
tRF-40-PSQP4PW3FJIKE7UM,4,0,1,2,18,6,2,0,16,3,2,3,1,5,4,5,2,1,2,5,9,1,0
tRF-40-PW5SVP9N15WV7W6S,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-40-Q1Q89P9L8422YRI7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,2,1,1,0
tRF-40-Q2FWQ8P6U1J0SU9E,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2
tRF-40-Q3V6M7QZ0HJBRR93,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-40-Q72S3HPSR95933JK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-R29P4P9L5HJVZVIL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-40-R918VBY9PYKHM26R,1,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1,0,2,3,0,0
tRF-40-R9J89O9NF5W8E7OM,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-40-R9JP9PMNH5SYNX2V,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
tRF-40-RR50SRRN2EK8E0KR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
tRF-40-RV50SRRN2EK8E0KR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-40-RZ81JJ6RRNLIK898,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-40-S5QKF1R38E8RO86J,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-S5QKF1R3WE8RO86J,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0
tRF-40-S8V0J8O9YEKPRS93,0,0,1,0,0,2,1,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0
tRF-40-S8V0JUO9YE4PRS93,1,1,1,2,1,6,2,0,5,1,0,2,2,1,4,0,1,0,1,1,2,3,0
tRF-40-U1O0789NLJK1JKE1,1,2,1,0,2,4,4,2,13,6,0,8,13,3,8,10,8,3,1,8,7,8,2
tRF-40-U1O0I89NLJK1JKE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-UD10H7RNLEKPM43R,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tRF-40-UD10H7RNLEKPMK3R,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-40-UDL0H5RNLDKW343R,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-40-UDL0HVRNLDKW343R,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
tRF-40-UIO0789NLJK1JKE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-UMJYX9X5Q4R9OMKM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0
tRF-40-UMJYXZX5Q4R9OMKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-UMX0S75NLD4P1KP1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-UMX0SW5NLM45EKP1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tRF-40-VDX0HXD3KY7SHRRN,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tRF-40-W3FJI0E7UM8KSWRN,4,0,3,1,1,1,2,1,3,4,2,0,3,0,5,0,3,0,0,1,1,0,0
tRF-40-W3FJIKE7UMKKSWRN,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0
tRF-40-WUH6QE30YOH9R8B7,0,2,0,0,1,0,1,0,0,3,1,1,0,1,0,0,0,2,0,0,0,1,0
tRF-40-XEKJ5R5N2E489B3R,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
tRF-40-XENDBP1IUUK7VZ0R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-Y5KKM1M3WD8S746D,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
tRF-40-YDLBRY73W0K5KKOV,6,7,4,6,16,12,9,10,21,7,23,30,10,17,29,9,7,9,15,21,8,11,18
tRF-40-YEN0RR1380877S6V,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
tRF-40-YRI7XUK87SIRMJ6V,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-40-YSV4V47Q2WW18FLU,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
tRF-40-Z3R918VBY9PYKHM2,0,0,2,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,2,1,0,0,0
tRF-40-ZRS3S3RX8HYV45EH,1,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0,0,0,0,1,0,0,1
tRF-41-0HJBRR93W0K67205D,5,2,3,3,0,1,2,0,4,2,14,12,4,0,0,4,0,3,0,3,0,2,0
tRF-41-18X3HRL7S5QKF1R3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-41-18XJHJX78OP3X1M3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-1E8Y7Z2R1HPSR9O9D,2,0,2,2,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0
tRF-41-1SS2P46INO86RM7KE,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1
tRF-41-1SS2P4FINOW6RM7KE,2,1,4,1,0,3,1,2,8,3,7,1,1,5,4,4,3,0,3,7,6,0,1
tRF-41-1SS2PMFIZOWURMJKE,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-41-2VF0S7RNLJKP9BK1B,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tRF-41-2VO0SRMNLB3KMB01B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-41-45LSM1M3WE8SSP6DD,18,1,2,1,3,12,1,5,5,3,8,13,5,1,23,6,1,2,4,10,3,7,13
tRF-41-4PW3FJI0E7UM8KSW0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
tRF-41-6RJ89O9NF5W8EZOMD,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-7383RPD9W1X6L85JD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-79MP9P9NH57S362V0,4,3,1,8,4,1,2,6,4,11,6,2,4,3,6,14,13,1,2,8,4,1,0
tRF-41-79MP9P9NH57S3O2V0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-7RI3SERXPIN24YDRB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
tRF-41-7Z2R1HPSR9O9337KB,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-41-81JJ6RRNLIK898O1B,4,10,9,0,14,3,2,3,5,2,2,7,7,3,4,1,0,3,5,2,5,4,2
tRF-41-81PV6RRNLNK88KO1B,9,3,2,0,3,7,6,1,10,12,2,26,5,2,4,4,1,3,8,3,10,7,2
tRF-41-83RPD9W1X6L85J3KE,1,0,0,0,2,0,0,0,0,3,1,0,1,1,0,0,2,0,0,0,3,0,0
tRF-41-86J8WPMN1E8Y7Z2RB,0,1,0,0,2,2,1,0,4,4,0,1,0,0,5,9,5,0,1,3,2,3,1
tRF-41-86V8WPMN1E8Y7Z2RB,2,1,1,0,0,0,2,0,2,0,0,0,0,1,1,7,1,0,0,1,1,3,0
tRF-41-87R8WP9I1EWJQZ2SD,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-87R8WP9N1EWJQ72SD,3,4,1,2,3,6,0,0,3,10,3,2,0,3,4,8,6,1,3,6,16,5,1
tRF-41-897PVP941QKS3W2V0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-41-8HM2OSRN2NKSEK51B,3,7,3,1,1,8,3,4,11,6,3,14,2,1,9,13,2,1,7,18,24,7,4
tRF-41-8HM2OSRNLNKSEK51B,29,35,35,19,24,32,25,17,35,61,39,43,36,42,64,34,12,24,21,44,155,55,33
