Sample_ID,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-16-07QSNHD,0,1,1,0,0,0,0,0,2,0,0,3,1,0,6,2,2,0,0,2,2,1,0
tRF-16-08P2B5D,1,0,0,4,3,5,1,0,3,0,1,4,1,1,2,0,1,3,0,3,3,0,2
tRF-16-08Q2B5D,179,154,98,148,303,220,141,138,398,230,166,449,254,206,205,260,96,124,93,358,423,194,192
tRF-16-08R959D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-16-0P5830E,2,5,3,1,0,11,7,5,4,3,13,22,7,7,2,6,0,3,1,3,1,10,4
tRF-16-0RSSX7D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
tRF-16-0UQ2B5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-113KYUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-12Z4R90,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
tRF-16-18WO6VD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-16-1EWJQ7D,0,0,0,0,0,2,0,2,0,0,1,1,1,0,0,4,1,1,0,0,12,1,0
tRF-16-1HK24O0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1KWH19B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-16-1MN0YUB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tRF-16-1PW4PU0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,3,0,0,0
tRF-16-1QKS3WD,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-1SS2P40,0,0,1,1,3,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,1,2
tRF-16-1SS2PMB,2,0,0,0,0,1,3,0,0,1,0,2,0,1,1,0,0,0,0,3,1,0,0
tRF-16-1Z3L7L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-23W8WR0,0,5,0,0,0,0,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,3,0
tRF-16-2EK8E0D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-2ERPFVE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-16-2KWHR90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-16-2MK827D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-30MB01B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tRF-16-32VIJM0,0,3,0,0,1,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0
tRF-16-3JVIJM0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3JW261B,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3JWB61B,14,13,17,11,16,23,21,16,37,16,13,58,38,6,9,18,4,6,4,20,50,15,13
tRF-16-3KJB01B,0,0,0,0,2,6,1,1,3,0,1,5,1,0,3,0,0,0,0,1,5,3,0
tRF-16-3KMB01B,35,80,38,44,87,163,45,31,154,81,49,225,113,46,30,57,16,44,35,117,233,66,40
tRF-16-3KXR3RB,28,17,16,36,27,28,36,11,34,21,16,26,21,15,18,41,5,20,17,40,64,16,17
tRF-16-3L7L73D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3L90Q40,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1,5,0,0,0,2,1,2,0
tRF-16-3VL8W1B,0,0,0,1,1,0,0,1,0,0,2,1,1,2,1,3,0,0,0,4,1,0,0
tRF-16-3VLIE1B,6,4,8,12,8,25,11,5,15,11,13,13,6,7,4,23,4,5,6,11,39,10,4
tRF-16-3VWIQ1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
tRF-16-3XRSN3E,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-40KK5YE,1,0,0,1,1,0,2,0,1,0,0,1,0,1,2,0,0,0,0,1,3,1,0
tRF-16-489B3RB,20,24,21,23,44,49,33,23,60,30,28,58,27,27,30,37,26,11,8,66,134,26,22
tRF-16-489L3RB,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RRWRBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-16-4YMY910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tRF-16-4ZMKQ40,0,1,0,2,0,0,2,2,4,0,0,1,0,4,0,0,1,1,0,0,2,1,0
tRF-16-50SJRED,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-593J2HD,1,0,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0
tRF-16-593KMHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-596VW6D,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tRF-16-596VW6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tRF-16-59KNNV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-59V3WDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5DMKYUE,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-5L8RPYE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0
tRF-16-5Y93W0E,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
tRF-16-68K87SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-16-6NMH49B,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-70VR31E,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
tRF-16-73FJQ4D,1,3,0,3,3,2,4,1,12,2,7,6,2,0,5,8,1,3,1,7,16,8,0
tRF-16-79KVPKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-79MP9PD,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
tRF-16-7JV2Y8E,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
tRF-16-7P596VE,2,6,1,2,8,4,4,13,4,1,3,5,6,1,4,1,1,2,7,8,7,2,0
tRF-16-7PU9XWE,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
tRF-16-7SERM4E,0,5,0,0,3,1,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
tRF-16-7SHRMFE,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
tRF-16-7Z2R1H0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
tRF-16-88481DD,1,2,1,1,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0
tRF-16-884U1DD,131,227,142,54,94,99,57,37,171,129,151,169,98,129,88,129,49,77,58,155,192,165,101
tRF-16-8871K9D,86,53,43,61,85,83,50,49,112,80,54,125,93,70,71,104,36,40,36,125,153,86,76
tRF-16-88FYREE,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8B8SOU0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
tRF-16-8HWVZ5B,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
tRF-16-8KWFS9D,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-8NWE6W0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
tRF-16-8P4U1DD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-8PLML3E,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0
tRF-16-8R6546D,1,0,0,4,3,8,2,0,4,1,2,1,0,4,1,3,0,4,1,2,2,0,2
tRF-16-8S68L5D,4,4,1,6,1,3,5,5,10,8,4,20,7,1,5,9,3,1,3,1,16,3,2
tRF-16-8SPOL5D,3,4,2,0,1,2,4,3,2,1,1,4,0,0,1,0,0,1,0,4,6,4,1
tRF-16-8Y3DUVD,8,6,7,11,8,19,7,0,21,13,12,21,13,6,13,28,4,9,5,22,42,8,6
tRF-16-8Z1MQ8E,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0
tRF-16-94V4SMB,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,2,1
tRF-16-96L85DE,0,0,0,0,1,2,2,3,1,2,5,2,0,0,0,0,0,2,0,0,4,0,0
tRF-16-983FPDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9D5HLY0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-16-9EDJSYB,5,1,0,0,1,6,2,2,12,0,3,11,10,0,4,3,0,2,0,5,12,3,6
tRF-16-9H93WBE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tRF-16-9L1HW3D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tRF-16-9L5F82D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-9L5H4VE,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0
tRF-16-9L5HMVE,3,0,0,1,0,2,3,0,0,1,1,0,1,0,0,0,3,0,0,1,1,0,0
tRF-16-9LONNVD,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
tRF-16-9LQ4PU0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tRF-16-9LQHWUD,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
tRF-16-9N1E8J0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
tRF-16-9N1EWJ0,111,126,118,39,90,110,121,60,235,128,87,232,189,93,216,77,50,66,50,123,379,113,42
tRF-16-9N1QKSD,3,4,0,2,2,3,3,1,2,4,1,4,0,0,1,4,0,0,1,6,5,0,0
tRF-16-9NDJ58B,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,1,0
tRF-16-9NDJ78B,1,1,0,0,0,4,1,0,4,2,2,0,0,1,0,0,0,5,1,1,1,1,3
tRF-16-9NDJI8B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-9NF5W80,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
tRF-16-9PW4PU0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-16-9Q5JK80,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tRF-16-B11KWHB,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-B6R3LU0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-BKZ3R90,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-BMW36DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-BMW3RDD,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tRF-16-BS68BFD,4,4,2,0,3,2,7,3,7,7,6,9,2,2,3,0,2,5,1,6,7,4,1
tRF-16-D7M4O1E,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-D81H93E,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0,0,0,2,0
tRF-16-DF7UK80,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tRF-16-DNN34SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DNN34SE,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,5,0,0,0
tRF-16-DR3J09D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-DRFU8U0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-E3FVSYB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-E8Q2B5D,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,2
tRF-16-F0QV7ND,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,3,0,2,0,0,0,2,0
tRF-16-F36VF8B,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-16-F8DHXY0,2,18,0,0,3,2,0,1,5,11,1,1,2,1,0,1,1,2,2,0,2,1,0
tRF-16-FKWE6ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-FP18LPD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-16-FPZD3KD,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
tRF-16-FPZD3KE,3,6,5,0,3,8,0,0,5,5,3,2,2,1,1,0,0,3,3,4,3,0,1
tRF-16-FSXMSL0,0,2,0,3,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,3,3,1,0
tRF-16-FW6S18E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tRF-16-H48V7KE,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1
tRF-16-H5SYNXD,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0
tRF-16-H6QE30E,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-16-H7PU4HD,0,1,0,1,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0
tRF-16-H7V3LY0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0
tRF-16-H9R8B7D,0,1,0,1,0,1,1,3,0,1,4,2,2,2,0,3,0,0,0,0,4,1,0
tRF-16-HR0VX6D,4,3,0,1,0,4,2,1,0,0,1,5,1,1,2,4,2,1,1,5,7,0,2
tRF-16-HRH7MSD,0,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1,0,0,0,0,1,0,0
tRF-16-HRL7S50,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
tRF-16-HRMF3RB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-HRMFWRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-16-HSQSD2D,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-HSRVK7D,1,0,0,2,2,2,0,2,1,2,0,3,1,0,0,0,0,0,0,3,1,0,0
tRF-16-HUB689E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-I0PRRND,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-I26WRND,1,6,2,1,2,0,0,0,1,13,6,7,2,8,8,3,1,1,2,3,3,8,0
tRF-16-I2UKM70,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-16-I3FJQSD,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0
tRF-16-I3FVSYB,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-16-I7L7P50,0,8,2,2,3,1,5,2,2,1,7,4,3,3,7,1,0,1,2,6,10,0,11
tRF-16-I7XUK80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-I958M80,4,3,1,0,2,2,1,3,7,3,3,2,0,0,4,8,3,1,2,4,6,1,2
tRF-16-IEWS7Y0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-IEWSNS0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-IEWSNY0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
tRF-16-IRJ9ZHB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-IRM1BVB,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-IRMJ6VB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-16-ISQI45D,0,0,0,1,0,1,4,0,4,2,3,0,0,2,3,4,0,0,1,0,5,0,0
tRF-16-J3LPWRD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
tRF-16-J81H93E,0,3,0,3,4,2,0,3,0,1,5,5,3,2,3,3,3,3,1,5,1,1,1
tRF-16-J9ZH0S0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-16-JB6YMWE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-JBRYMWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-16-JKIWRND,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
tRF-16-JMRPFQB,1,2,0,0,5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
tRF-16-JMRPFQD,15,19,7,2,11,8,12,10,24,6,8,38,6,8,25,2,1,5,3,21,60,7,9
tRF-16-JNORRND,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,2,1
tRF-16-JNRPFQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-JZL4Q40,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,3,0
tRF-16-K5J0W1B,0,0,0,0,0,3,2,1,1,0,0,0,1,1,0,1,0,0,0,2,3,0,1
tRF-16-K5NSW1B,0,0,0,1,1,1,2,0,0,0,0,1,0,0,2,0,0,0,1,2,3,1,0
tRF-16-K8KDP1B,9,5,3,14,13,23,11,8,21,19,6,29,13,9,13,13,1,7,9,14,38,8,14
tRF-16-K8QJP1B,7,9,6,13,11,11,9,6,26,13,4,22,18,8,12,16,6,3,7,14,51,13,12
tRF-16-KJ5R5ND,0,1,0,0,0,0,0,0,1,1,0,3,0,1,1,1,0,0,1,0,2,1,0
tRF-16-KK5Y93E,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,3,0,0,0,0,1,0,0
tRF-16-KKRSL3E,0,2,0,0,1,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,1,0
tRF-16-KNNVOR0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-KQ3SW1B,3,4,2,2,5,4,1,4,8,6,3,7,6,2,9,11,1,1,2,7,10,6,3
tRF-16-KS8WP9D,1,1,2,1,0,4,0,1,3,2,5,2,2,2,6,15,6,0,0,7,13,1,2
tRF-16-L2RRM3E,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-L4Q4R90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-16-L7SXSBD,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-L85DMKE,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-L85J3KE,0,1,1,0,2,3,3,1,1,1,0,1,4,0,3,1,0,0,0,2,5,0,0
tRF-16-L8K87SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LBRR33E,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tRF-16-LBRY73E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0
tRF-16-LIK8980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LMK8J7D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNK8KD0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNK8QJ0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-LNKSEK0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0
tRF-16-LY7L73B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-M0NK5YE,0,0,0,0,1,0,0,0,2,0,0,4,1,1,4,1,0,1,0,1,1,1,0
tRF-16-M0Q4R90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0
tRF-16-M1M3WDE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1
tRF-16-M2ORRND,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-16-M83O9EB,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-MBQ4NKD,231,82,144,111,130,161,189,79,233,136,200,176,162,165,164,216,183,79,137,222,371,112,82
tRF-16-MEF91S0,1,1,0,0,1,0,0,0,1,3,0,2,0,0,1,0,0,0,0,2,3,0,0
tRF-16-MI7O3BB,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-MKQ4R90,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-16-ML5F82D,10,0,2,4,3,4,3,0,14,4,3,6,8,3,1,8,4,1,3,7,12,3,5
tRF-16-MLQHWUD,1,0,0,0,1,0,5,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,1
tRF-16-MMUKLY0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,3,2,2,0
tRF-16-MMUKLYD,0,1,0,1,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0
tRF-16-MNH5SYD,4,17,12,7,17,14,2,3,19,8,5,21,23,17,7,5,6,7,4,9,13,11,10
tRF-16-MPW4PU0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0
tRF-16-MQ6KM80,1,1,1,0,0,0,1,0,2,0,1,1,2,0,0,0,1,1,3,0,1,0,0
tRF-16-NB8PLMD,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tRF-16-NPSV9ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tRF-16-NS5J7KE,11,32,16,9,15,6,15,8,20,15,6,4,6,7,22,23,9,10,18,24,3,18,15
tRF-16-NVORRND,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tRF-16-NY2V7KE,9,21,13,13,8,9,14,9,15,5,3,15,28,17,5,1,2,10,15,20,0,7,9
tRF-16-O2Z0R90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-ODMJ6BD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tRF-16-OK8Y190,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-16-OMK1QVD,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0
tRF-16-OSRN2ND,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-16-OSRNLND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-16-P3X1M3E,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
tRF-16-P5QK11D,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-16-PH11NKE,0,0,0,2,0,0,2,0,0,1,0,4,2,1,0,0,5,1,1,0,1,0,0
